,Unnamed: 0,premise,text,stance
1058,1058.0,face masks,"What’s going on in Florida?!?! 15000+ case in one day!!?!?!?! I’m shook 
#Covid_19 ",0
132,132.0,face masks,"@GovernorTomWolf All you snowflake republicans, wear a fucking mask. #WearAMask #wearafuckingmask #WearADamnMask",1
4351,4351.0,school closures,"The order, even if aimed at populism, is ill informed and ill thought out. It does not help anyone. It just perpetuates the inevitable collapse of hundreds and possibly thousands of schools in the coming months. #SaveOurSchools #education @imBhupendrasinh @CMOGuj",0
145,145.0,face masks,"@ceastwoo @sternergulch @traceygaughran @GovLarryHogan Your ""logic"" is typical of the uneducated. Just because THEY didn't die doesn't mean other people won't or won't have life long effects. You really are willing to sacrifice them #COVIDIOTS You probably don't even get the flu shot. Bunch of nutcases you all are",1
2730,2730.0,fauci,Trump and the GOP know they're on their way out of power. They're running the COVID-19 response into the ground so Biden's term will be mired in the chaos of 2nd and 3rd waves of the pandemic. Their anti-science politics are indistinguishable from mass murder.,0
1082,1082.0,face masks,"@marcorubio Bullshit, you communist plant.",0
573,573.0,face masks,"I have just told my hairdressers a very large national chain, that I will never be using them again because they are forcing customers now to wear face masks. I will not pay you to be sufforcated and will not add to this idiocy when hairdressers are exempt from this bs",2
780,780.0,face masks,@parscale Me thinks @realDonaldTrump does NOT need to wear a Petri DOSH face covering ! #SheepWearMasks,2
151,151.0,face masks,"Never realised how popular @WuTangOfficial became. However protecting ya neck isn’t going to protect you from corona. Wear your mask correctly in public places, cover your mouth and nose. Protect your loved ones, your fellow humans and yourself. #CoronaKills",1
3041,3041.0,stay at home orders,"@AlexMarlow @BreitbartNews Idiots.. Wake up America now, communists are trying to take over our country.",2
532,532.0,face masks,"Sad to think of the number of once in a lifetime events that have been lost forever.
#COVID19  has a survival rate of 99.88 % 

People are more likely to die in a car accident than from #COVID19 yet we are allowing a handful of ""experts"" to CONTROL OUR lives
#StopTesting",2
64,64.0,face masks,I have an idea. Everyone has their temperature taken at the entrance of the bar. Everyone not wearing a mask gets it taken rectally.,1
169,169.0,face masks,@Walgreens @WAGSocialCare just left your Grayslake store. Shift leader Shannon wearing only a thin silk bandana instead of a proper mask. DO BETTER!,1
545,545.0,face masks,@John99601526 @EntheosShines @Drrramina Your argument fails to acknowledge that hypoxia involves the body not getting sufficient levels of oxygen. It does not mean you’ll pass out. What it means is your organs aren’t getting the oxygen they need to function at an optimal level. And that includes your brain.,2
1868,1868.0,fauci,@WKBW Fauci is a such a fraud. No clue how anyone can listen to or follow his advice. Trump needa to fire him and get someone new in there that doesn't have a political or financial agenda,2
881,881.0,face masks,Here we go again now #Tarrantcounty went and got stupid and extended there sheep call = (mask mandate)for another month.  Their justification is #GovAbbott hasn't discharged his fake executive order that governor don't have. And it not a law. #NoVoteNoLaw #MyBodyMyChoice,2
2697,2697.0,fauci,You only kneel before God in prayer. If this is true then why are all the churches still closed? #COVID19 #DrFauci,0
1171,1171.0,face masks,".@ohiogop @OHRGOPCaucus @OhioSenateGOP @LarryObhof @bobpetersonfarm @RepGaryScherer @BrianStewartOH @VoteJenaPowell GOP needs to push back the Teachers Union, support the schools and get us open 100 pct now!",0
1845,1845.0,fauci,@VeachChristi @brianstelter @mkraju @realDonaldTrump @JoeBiden Doesn't anyone see that politicians in general just divide us? Fauci has conflicts of interest with #bigpharma and he needs to be removed,2
2626,2626.0,fauci,Some day I'd like to visit Wuhan and eat some fresh food from their wet markets. But I wouldn't step foot in their Pandemic Lab. #WuhanLab #Coronavirus #COVIDー19 #freshfood #Wuhan #DrFauci #DonaldJTrump,0
54,54.0,face masks,"@SpeakerVos Masks in public places are a necessary prevention tool.
You DON'T need to have symptoms to be infected. Many people get Covid and never experience symptoms- They're known as silent Carriers, who are indeed, Spreading the virus.",1
109,109.0,face masks,"Face masks are a lot like condoms. Nobody WANTS to wear em but, you should be wearing them to keep yourself and others safe.",1
1184,1184.0,face masks,@DevinCow @ObamaFoundation Because I tweeted this Trump shall try to pet a cow:cow2: before election day.@DevinCow #Cowspiracy #VeryScaryPeople #VeryStableGenius #WalterReed,0
693,693.0,face masks,"Well folks, that weirdo #NealCavuto can skip his Viagra tonight. He finally got to see @POTUS wear a mask. The way the media reacts to this proves it’s so much more symbolic than health related. There are some crazy ass lunatics out there. ",2
1784,1784.0,fauci,"@MarkSimoneNY @sap_togo @RandPaul  is an Ophthalmologist with a Medical Degree. Rand Paul could give the president better advice about Covid-19 than ""Dr."" Fauci, a Deep State career-politician swamp-creature who has never practiced actual medicine!",2
1916,1916.0,fauci,"These #CoronaVirus doctors are not right in the head!  That just fell out of my mouth!  
#DrBirx #DrFauci 

#coronavirus #ChineseVirus #Quarantine",2
1161,1161.0,face masks,"Love this ER Physician, Dr. Desmond Carson right now on @AC360! Criticism that everyone needs to listen to! #Covid_19 #TrumpVirus",0
1403,1403.0,fauci,@realDonaldTrump your own expert just testified that we did not lockdown beyond 50% and THAT is why we have more cases! why can you not get a handle on this?!,1
1124,1124.0,face masks,"@slightlyleftof @Mediawatcher36 @eorden I'm fairly sure May would be a BIT better than #BumblingBoris
#Covid_19
",0
1775,1775.0,fauci,"@TPPatriots He had an excuse, he wanted a drink of water, it's ok to take your mask off for that!

But is it ok to sit so close?
Is it ok to wear a mask when throwing a pitch?

What kind of example is Fauci?

#Maskgate #Maskhole",2
1874,1874.0,fauci,"Hey #America:

#DrFauci is a pile of HUMAN GARBAGE.

And it's time to take out the TRASH...

#Fauci is worse than the 
#coronavirus...

@realDonaldTrump",2
1162,1162.0,face masks,Well im kinda sad now that im prob gonna have a quarantine 18th birthday :/ man cant even get a job because of this covid shit,0
1151,1151.0,face masks,@RealJamesWoods A test of dentists showed that car Ching infectious diseases was equal among dentists wearing vs not wearing masks.  So apparently,0
1662,1662.0,fauci,"#DrFauci and #DrBirx appeal to #Millennials to follow the #CDC guidelines, #WearAMask, #sociallydistance &amp; to avoid large, crowded parties amid the surging #coronavirus cases in the south.However, it is the summertime, and more and more young people are partying at local beaches.",1
100,100.0,face masks,"My mask doesn't stop... um, let's say 'Herefordshire scents' but it does keep my mouth dry from rain.

In other words, oxygen can get through masks, but droplets containing the virus cannot.",1
1859,1859.0,fauci,@realDonaldTrump I’m not happy that you won’t stand up to Fauci and Birx!!,2
216,216.0,face masks,"@Acosta 8 months later and the coronavirus is still partying it up.

Don't be a maskhole.",1
968,968.0,face masks,"@BorisJohnson If it is safe enough for me to the pub, go to work and do other things then I am not and I repeat I am not wearing a mask",2
3539,3539.0,stay at home orders,@GovWhitmer You are a tyrant and you hate Michiganders.,0
1284,1284.0,face masks,@BCCG5 What is the scientific evidence fot face masks?,0
772,772.0,face masks,@ashishkjha @GStephanopoulos @GMA THE NUMBERS ARE LIES! IT HAS A 99.7% SURVIVAL RATE! MASK DO NOT WORK!!!,2
1118,1118.0,face masks,"@1st_ForceRecon @maahh68 @OGKBEAR @Bonedaddy76 @MelanieMetz6 @Ggoodgirlsfirst @MarilynLavala @aliatra1968 @JayBird1545 @jdkitkat129 @PaleRider_1776 @jimscileppi @southshore @adagioforstring @AnalyticalHeart @americandream09 @POTUSWarrior @marc_Q1 @MSPOA @SusanIverach @DrG_lovesMAGA @MeltingInMarana @BigErnie2020 @RogerFritz7 @20bean20 @deplorableGM @JP4141 @camayusa1 @Belle4Texas @Peeboo5 @skull99900 @MadnessWhiskey @EinsteinsMagic @DeRussoGary @FASURepublican @cmccbyfaith @GhostPatriot1 @GhostWick14 @Tracie0313 @pjsloves17 @usmc_army @FinnaganMarina @SouthSweetpea61 @JTSand138138 @KBUSMC2 @Nationalist_KAG @KellyC7002 @MGOUR2FUBAR @lewlester Dems must start protecting the people and arresting the criminal rioters. Peaceful protest are always acceptable. Peaceful means no crime, like, toppling statues, burning, beating up people, looting, destroy property, ETC.   #AllLivesMatter #BLMTerrorists #EndShutDown",0
1147,1147.0,face masks,"@hunter2baseball @JerryDunleavy I’ve not been able to attend too many funerals in support of survivors, 
5 friends grieving the loss of their mothers 2 saw fathers die, and 6 friends who’ve had children pass this year
2 were due to symptoms of positive Coronavirus complications  

#BeSafe",0
1173,1173.0,face masks,@AAnnven @Sky03413577 @rob_miller12345 CV-19 is a military code name for the hoax operation still in progress. #FakePandemic #Event201 tells you this was all a #Plandemic We MUST resist.,0
1802,1802.0,fauci,"@KamalaHarris @JoeBiden Over 32,000 New Yorkers have died from coronavirus and Dr. Fauci calls it the model that all states should follow.

Let's end it now.",2
21,21.0,face masks,"— frickin’ idea what they’re talking about and how people like her are part of the problem. Sure, masks aren’t the cure for #COVID19 . But it certainly helps in being a preventative from the spread of the virus. So, again, #WearAMaskPlease.",1
61,61.0,face masks,@TheAltarOfAndy @JudgeJeanine That’s OK don’t wear a Mask go be THAT person but when you get sick don’t come crying as they intibate you,1
1048,1048.0,face masks,"Prediction: Trump will claim that he invented face masks -- ""the best masks ever"" -- saving millions of lives. ",0
1076,1076.0,face masks,"@LanaMurphy Out on bail, does that send the right message?

Is this on the same day the largest on the spot fine was created?

Sending some mixed messages here, is the pandemic and wearing mask a serious matter or not? #COVID19Vic",0
674,674.0,face masks,"@Thomas1774Paine Migraines, have heard several people say the mask brings on migraines.",2
1177,1177.0,face masks,"@LorenzoV8456 @TrollingBurner @LukasCostaCoz @Ian56789 Also, this isn't seasonal and this is why people are still dying, it has not gone, just reduced, now we have to find a way to keep it reduced until a vaccine.",0
146,146.0,face masks,"Watching the willingness of #Iranian Women, of the #bbcpersian #VOA elite/class, i can see it is #Islamophobia which drives their “No Hejab” calls for #Iran. #HumanRights has nothing to do with it, otherwise they would refuse masks more so. #Hypocrites are #parasites.",1
1643,1643.0,fauci,Where's #DrFauci already! #SenateHearing #coronavirus,1
1135,1135.0,face masks,Anyone else think minds will clarify and focus regarding #COVID19 when Sept. rolls around and there’s no #football?  #MondayMotivaton,0
81,81.0,face masks,"@PollyAndry @AnaCabrera What, are they children??? Grow up ppl &amp; wear the damn mask! This is not about politics, not about Liberty and not about YOU.

It is about 150K FELLOW AMERICANS who have NEEDLESSLY DIED bc of ignorant &amp; selfish choices made by others.",1
698,698.0,face masks,"I have noticed that especially millennials see these face mask thing as a trendy one. Different colour, style. How pathetic is that?",2
227,227.0,face masks,@NYGovCuomo @MassGovernor agrees and has launched a new campaign to highlight the continued importance of wearing masks   #MaskUp,1
1272,1272.0,face masks,"#Relationship #tuesdaymood #RhythmandSoul with @karinajisrael

#NowOnAir #Tunein #NowPlaying
Thursday @JessGlynne

#Rhythmnation #Midmorningshow #LateMorningShow
#PhysicalDistancing",0
1142,1142.0,face masks,"@davidicke DAVID:heart::kissing_heart:THANK YOU SO MUCH FOR MAKING THIS EXCELLENT FILM:star-struck::thumbsup:
I LOVE YOU SO MUCH FOR ALL YOU DO AND FOR ALL YOU HAVE DONE FOR YOUR FELLOW MAN!
:innocent:KUDOS:innocent:
#COVID19 #PLANDEMIC",0
1821,1821.0,fauci,"Notice 2 things in this exchange: 1) Predictibly, Rand Paul is the only Senator willing to represent the truth on this issue without pulling punches 2) Fauci is an extremely effective and manipulative speaker. No wonder he keeps convincing @realDonaldTrump #coronavirus",2
1737,1737.0,fauci,@drdavidsamadi @TheDamaniFelder I wish they would replace Fauci with you!!,2
1271,1271.0,face masks,Travelling to central for my first audition in the flesh since 50 years ago. I'm equal parts terrified and relieved.,0
647,647.0,face masks,"@OANN Democrats call for a Nationwide ""muzzle"" Mandate, right Nancy? #COVID19",2
70,70.0,face masks,@steeletalk @richardzussman @masks4canada @CKNW Thank goodness! She needs to be shown the light because clearly she refuses to believe in mask use. It makes zero sense.,1
92,92.0,face masks,"@Starbucks I went to Starbucks at 2961 Michelson Dr, Irvine, CA 92612 at 1:30 pm today. Cashier and the girl at order pick up counter were not wearing face mask. This seems not implementing California order. #Starbucks ",1
3587,3587.0,stay at home orders,"@katalva3 The plan in Iowa and other states run by Republicans was never to save people’s lives, it was to ensure there were enough hospital beds to take care of the sick and dying. 105,094 cases in AZ with 1,927 dead. Doubled in two weeks. #WearADamnMask ",0
1657,1657.0,fauci,"#Coronavirus why are people acting shocked or stunned that #DrFauci is being openly attacked and demeaned by @potus or #FOXNEWS 

It was always going to end that way. No one is ever allowed to tell the Emperor that he has no clothes.",1
974,974.0,face masks,@Qrabitt Still not enforcable. Still violates 1st amendment rights. Still not going to get re-elected. Still NOT WEARING A MASK!,2
1102,1102.0,face masks,@Ward4Michaud @KWAwesome I can still see that awesome smile Councillor Michaud! #SmileWithYourEyes,0
1830,1830.0,fauci,"@CDC @NIH #DrFauci says: 
2 mos ago: ""Cannot open until Flatten Curve""
1 mos ago: ""Cannot open until Treatment""
2 wks ago: ""Cannot open until Vaccine""
1 wk ago: ""Cannot open until after #ElectionDay""",2
1110,1110.0,face masks,"@simondolan :grin::grin::grin::grin::grin: Up yours Nippy!

",0
2780,2780.0,stay at home orders,"Will somebody ask Trump how, exactly, he, personally, will reopen the economy?

I'd really like to know what the fk he thinks he can do other than make grunting noises
#DailyBriefing #COVID19 ",1
242,242.0,face masks,@cher WI Gov Evers just passed mandatory masks statewide effective today. GOP state legislators already fighting the mask law and threatening lawsuit to WI Supreme Court to overturn. New WI SC Dem Justice just took seat today. So GOP may not succeed:double_exclamation_mark_selector::pray:,1
1056,1056.0,face masks,Bizarre! Oh getting my Covid Vaccine tomorrow in @USEmbassyDublin! DON'T BE FUCKING JEALOUS B-TEAM!!! x,0
1077,1077.0,face masks,"@ChuckCallesto I have 3 children and have been a parent for 17 years. I've worked in public and private schools for 6 years, homeschooled for 3.

Children need fresh air and sunshine. To run, to roughhouse, to climb trees, play in mud, swim, catch fish, learn how to share &amp; help others. ",0
879,879.0,face masks,Wearing a mask to prevent getting the wuhan flu is worthless and stupid.,2
2112,2112.0,fauci,"@realDonaldTrump You could have cured us all w #Hydroxychloroquine but instead, you listened to",2
0,0.0,face masks,"@SuzanneEvans1 @Jo_Turandot @LadyTrumpington Surgeons &amp; nurses wear them for hours every day standing up w/o breaks during surgeries. Cowgirl up.
",1
185,185.0,face masks,Of course I have my first Karen sighting at the grocery store no mask buying a  cake. Brawl in self-checkout she leaves her station the store associate says I can use it I say no thanks and the four people behind me in unison go us either.,1
1200,1200.0,face masks,"#COVID19 8/3
World: 18,139,438 cases/690,452 dead
US: 4,682,461 cases/154,992 dead
BRAZIL: 2,733,677 cases/94,104 dead
NY: 445,146 cases/32,780 dead
NYC: 222,522 cases/18,927 dead
Ohio: 93,031 cases/3,529 dead*
Cuyahoga County, OH: 12,646 cases/477 dead

*(8/2)",0
4391,4391.0,school closures,"If schools aren't going to open this year, can I get a refund on those school taxes I paid??",0
488,488.0,face masks,"@TheLalasventure @doqholliday @realDonaldTrump Houston really does have a problem at the moment, considering Mayor Turner has implemented fines if you don't wear a mask. Vote him out!
#Trump2Q2Q",1
1072,1072.0,face masks,"@robreiner Well, if you're @GovRonDeSantis, you can just stop reporting the dead, leading your constituents to a false sense of security and certain death. If you're @Potus, you can stop testing, deluding your followers into believing that, yes, it's all a hoax. ",0
797,797.0,face masks,@bryttan77 @Kektex @annetteymacdon1 @freetheJays @WhiteCrkLumber The people are brainwashed. Magic masks will save lives. GARBAGE!,2
2855,2855.0,stay at home orders,@dougducey Your non-action is killing people. You own the numbers we have in Arizona.What is wrong with you? Put the Stay At Home order back.,1
3005,3005.0,stay at home orders,"@IngrahamAngle Again - another lie with #coronavirus numbers!  When are people going to wake up? 

#OpenSchools",2
231,231.0,face masks,"How did we get to the greatest public health failure of our time?

Months ago Americans were asked to wear a mask to save a life.  Not enlist, not run into a burning building, simply wear a mask.  And America said ""No"".  

",1
1749,1749.0,fauci,"I’m guessing now that after the riots with their mass gatherings are over it signals that the coronavirus lockdown has ended and everyone is going back to work?
#COVID19 
#DrFauci 
#COVID 
#California",2
1810,1810.0,fauci,When did #DrFauci get elected? We don't have unelected bureaucrats running this country do we? #coronavirus #lockdown,2
1700,1700.0,fauci,"@kylegriffin1 @MSNBC WHY does Anthony Fauci even still have his job along with worthless @NIHDirector and @CDCDirector ??? WHAT have our TAX Dollars been for all these Decades??? These Doctors have FAILED the UNITED STATES!
3,000,000+ #American Sick &amp; Dying #COVIDー19 #Coronavirus",2
1721,1721.0,fauci,The fact that Pelosi LOVES Fauci and HATES Birx tells you everything.,2
2885,2885.0,stay at home orders,":heart_suit_selector: “Small acts, when multiplied by millions of people, can transform the world.” -Howard Zinn
#BeKind #SpreadLove #StrongerTogether
#WearAMask",1
710,710.0,face masks,"@simondolan Went in Lidl in Letchworth. I was the only one in there without a mask.
At the till, I looked behind me and a woman shopper was waiting. The next time I looked she had removed the mask from across her face to hang of her ear. As I left she had completely removed it.",2
730,730.0,face masks,@CDCemergency When will you and the @WHO stop pandering to the political conspiracy about masks.  Your misguided information to the general public should be seen as nothing less than criminal!  This has never been about the virus - it's always been about control.  #NoMaskMandates,2
1635,1635.0,fauci,"Remember those movies where the government was being stupid, and one scientist was trying to warn them?

Make no mistake. #DrFauci is that scientist. 

#COVID19 
#IMPOTUS 
#ETTD",1
51,51.0,face masks,Tomorrow #NH will host a #NASCAR race that is expected to draw 12K.  We are the only state in the entire Norteast w/out a mask mandate. This is a potential #COVID19 superspreader event. You may be “over” the pandemic - but it’s not over you.,1
73,73.0,face masks,@StopandShop Hey there..“No Mask No Service” is not being enforced in your Hempstead trpk and Wantaugh ave location. Have to stare down folks with a chinstraps every turn I make. I care about my senior mother that I take food shopping! This is pitiful! #StopAndShop,1
839,839.0,face masks,@SaraCarterDC Masks are as we have been saying a political tool to control people.,2
144,144.0,face masks,"I wonder if we said new evidence supported #COVID19 was an attack on the world from socialist space aliens, would we see more people start wearing masks? #boringIndependenceDay #WelcometoEarth #WearADamnMask ",1
2707,2707.0,fauci,"@realDonaldTrump Yeah, he should just gas them, run to a church he's never been to, hold a bible upside down, then cower in a bunker. #BunkerBoyTrump #TrumpGenocide",0
117,117.0,face masks,"@ESPNMichele @Rachel__Nichols Prayers for Mr. Rodriguez :folded_hands_light_skin_tone:.  Wear your mask please. Don’t care about your political party, please for the sake of commen sense, for sports, for kids, for your kids or your parents.",1
1293,1293.0,face masks,"@CDCTobaccoFree @Surgeon_General Um, the COVID pandemic is still going on. Maybe work on that? THX. ",0
2995,2995.0,stay at home orders,"@latimes Dark to Light, people are finally waking up, not saying this was a hoax, just saying this has been so blown out of proportion. ENOUGH IS ENOUGH, no more lockdowns, no more lying about numbers, no more mask mandates etc...",2
215,215.0,face masks,"@postandcourier I think by now we all realize what this means:
-We are not testing enough
-Huge community spread
-Ppl getting sicker
-Ineffective contract tracing (lag test times)
-Ppl not wearing masks

We are in trouble here.",1
1828,1828.0,fauci,@1300KWL @BreitbartNews The libs favorite word “safe”. Letting others tell you what’s “safe” with the data right in front of you!! Libiots! #NoMasks,2
1812,1812.0,fauci,"How many #coronavirus patients has as #DrFauci or #DrBirx personally treated? 1?? 2?? None??? Zero??  Yet the World Listens:
They have no hands on knowledge of #COVID19 only DOCTORS with REAL PATIENTS have KNOWLEDGE!! #SaturdayVibes #SaturdayThoughts",2
1410,1410.0,fauci,@realDonaldTrump do you think Americans are that stupid? #dontcensorus #worstpresident #coronavirus #YouAreNOTaDoctor,1
1060,1060.0,face masks,@PattyMurray I am not taking a Vaccine.....#NoVaccine #PretendVirus,0
107,107.0,face masks,"I wonder if the people concerned about Co2 accumulating in their #masks and effecting how they breath, are the same people that don’t believe in the science behind the #ClimateChange?   ",1
130,130.0,face masks,"@DianeEv62398271 Yes. Wear the damn mask.

It's. Not. Hard.

But if it feels hard for you. Remember.

We can do hard things.

@GlennonDoyle #MaskUp",1
1793,1793.0,fauci,"Fauci is pathetic. He makes me sick. Liar, fraud, clintonian",2
7,7.0,face masks,"@Lowes employee correct mask wearing 100%
Customer mask wearing 90%
Customer correct mask wearing 50%
#coveryournose :mask: :mask: :mask: 
Special shoutout to the woman wearing a chin guard :rage:",1
93,93.0,face masks,"@HomelessnessSD @victv This is ridiculous. I’m all for religion, just safe from my couch. As a San Diego women who got covid from a restaurant in Carlsbad. (Negative now). Wear a damn mask people, I almost died from this crap!",1
1263,1263.0,face masks,"@devisridhar Bollocks, from One of the many ""experts"" that procedere to be clueless on this simple corona virus The only One worth listening is Prof. Gupta and Dr Tegnell of course. Sweden out of covid with NO LOCKDOWN and ",0
2,2.0,face masks,@GOPLeader So 9 out of 10 members of Congress with Covid-19 is a Republican. Doesn’t that antidotal added to science tell you something? Covid-19 doesn’t care about your politics but the politics of the Republican Party have made it worse.,1
2434,2434.0,fauci,"@HYVEE7 It's a flat out statement ""Push the law abiding non-protesting citizens to assault the law""",0
58,58.0,face masks,People on India have to started to take this situation as a joke. People are no longer wearing masks and are roaming free. It's very disappointing.,1
884,884.0,face masks,"@GrantHa74560010 @bobo_logic @davidicke I refuse to wear a mask, but ill happy to repect others by social distancing. I can feel people watching me, like am a awful human being. Is not nice every time I have to shop for my family.",2
680,680.0,face masks,"Woolworths were trying to make me wear a mask. What happened to our free country. Give me freedom or give me death

#QAnons",2
35,35.0,face masks,Shut out to the gas station workers who even though the front door says mask mandatory weren’t wearing one but compliments my #AgentCarter mask!,1
865,865.0,face masks,It’s amazing how many people just roll over and wear masks despite a preponderance of evidence that they dont help nor are they even necessary,2
18,18.0,face masks,"Y’all, wearing a mask is great. I can mouth the words to the weird song I have in my head and no one looks at me funny.",1
2651,2651.0,fauci,"Now watching opening statements during the Senate hearing.

#COVID19 
#DrFauci",0
249,249.0,face masks,"Oh, so you don't want to wear a mask? Well, hey I'm not so crazy about pants, but I do whats best for my neighbors #coronavirus",1
1297,1297.0,face masks,"@simondolan Nowadays people will film their own mother dying if they thought would get loads of likes &amp; increased followers, where are all vids &amp; live films of people showing us how horrific it is/was whilst having #coronavirus, weight loss pics etc there is zilch #coronaviruscon",0
1679,1679.0,fauci,@danpfeiffer Lets say “a prominent member of the President’s #coronavirus task force” said. We need #DrFauci,1
195,195.0,face masks,"@GimmeObama @tedcruz Fuck you, #TedCruz and shame on @AmericanAir for allowing him to do this. He endangered every life on that plane and in the airport. What a dirtbag!  ",1
1999,1999.0,fauci,"Stop this damn mask crap!What happened to Freedom?  What happened to the Constitution?What happened to""my body,my choice""??that crap works for pro-abortion baby killers just fine!We need to breathe fresh air! If masks work..then YOU wear one &amp;you'll feel protected!",2
893,893.0,face masks,"Wearing a #mask has become like clapping for the NHS. Do what you like all day but put the mask on and go into the shop and all is forgotten and forgiven, wolf in sheep’s clothing. #KBF #tokengesture #wolfinsheepsclothing  #wakeup #AskQuestions",2
1030,1030.0,face masks,"@realDonaldTrump BUT, people refusing to wear a mask are being arrested and that’s ok? America is fed up! End this mask crap! ",2
675,675.0,face masks,"@2DBeachGirl @ksbw Yes it is, that was over the 4th of July weekend when they shut the beach down &amp; the ""so-called manditory"" masks signs went up hence WHY I took the picture!
It's sad &amp; a joke even after ALL the #truedata they still can't pull their heads out of their asses!",2
1711,1711.0,fauci,@MSNBC @Yamiche Fauci has a history of arrogantly misleading people since HIV started when he insisted there would be a quick cure and recently when he insisted masks are ineffective.,2
459,459.0,face masks,"I used to laugh at people and call them babies when they complained about having to wear a mask in stores or at work. Now that I’ve had to wear one 8 hours a day for a week:

I still laugh, and they’re still babies.",1
1105,1105.0,face masks,"@GovAbbott @HHSGov Open our schools, open our business completely back.  Too much lying and manipulation of Covid #'s. 
",0
1839,1839.0,fauci,"@BenPBradshaw Because the best scientists, virologists and biological experts taken from WWII have gone.  What replacing them now are politicians, capitalists and warmongers masqueraded as #coronavirus experts. 

#DrFauci will tell you more.",2
894,894.0,face masks,"@kellyhayhoe @rob_miller12345 Before the 24th I hadn't seen 1 mask or gloves on ANY supermarket staff for the last 3 months.

Same with police, even while scooping drunks off the street, they stopped wearing the masks months ago.

I've not heard of any 'cases' here up north.",2
42,42.0,face masks,@BethanAngharadL @ks_1968 All the more recent evidence points to their effectiveness but you're quite right the precautionary principle demanded they be used.,1
1247,1247.0,face masks,"@CNN Hey have we all not got the memo.  99.5 survival rate and climbing?  
Take the faulty death counts and surge in faulty testing this thing looks like Joke.   Stop with the fear mongering and government overreach 
",0
26,26.0,face masks,I guess I should’ve know any effort to flatten the curve that depended on an overwhelming majority of Americans to refrain from being self-centered was doomed to fail.,1
2965,2965.0,stay at home orders,@Karen16903 Data is all flawed!!!:face_with_symbols_on_mouth: Nothing should be closed anymore,2
1678,1678.0,fauci,@justbor That's not what doctors told me when I was tested for #coronavirus last week @seanhannity.  Your sole source for doctor recommended hydroxychloroquine is Dr. Oz! Dr. Oz! How could this be a bigger journalistic failure? What did #DrFauci #DrBrix say?,1
47,47.0,face masks,Being the only one in Ace Hardware wearing a mask feels very similar to when they'd assign group projects in school.  Except then I could at least do all the work myself.,1
1673,1673.0,fauci,"@thehill Dr. Fauci has been our most knowledgeable, consistent, and trustworthy source of information since the #CaronaVirusOutbreak began. This man is nothing short of a hero. Thank you for your commitment to the American people, #DrFauci! :flag_for_United_States: #COVID19 #NationalEmergency",1
685,685.0,face masks,"We are D-day plus 2 on the  @GovTimWalz mask mandate.

I have continued my normal activities and habits out in public - WITHOUT a mask.

The families of the untold thousands of people I have endangered can talk to the hand :hand_with_fingers_splayed_selector:

If your mask works, I don't need one :kissing_heart:",2
183,183.0,face masks,"Don't recommend going to Bottles and Stuff on Newburgh and 5 Mile. They're not enforcing/following the mask ordinance.

#Maskholes",1
1226,1226.0,face masks,"@SkyNews He's right . Its a different strain to the first one , it travels in dinghys across the English Channel , and comes in small clusters rather than one 'big hit' Its called the 'Calais Jungle wave' @BorisJohnson @Nigel_Farage #migrants #coronavirus #Scamdemic #myfuture",0
681,681.0,face masks,"@CreeganPhilip @ClarkeMicah @SuzannaCMason Where? Tell me I would be genuinely interested. 
You appear to lack an understanding of basic physics &amp; hygiene, then stoop to puerile  insults, why? To beat me into submission? I'll let you in on a secret, it won't work, just like masks #KBF",2
534,534.0,face masks,"If masks work, then why are people working from home? ",2
1507,1507.0,fauci,"@effiedog Karen should be denied medical care once she contracts #coronavirus 

#HealthcareHeroes putting their lives &amp; their families lives on the line &amp; you’re  protesting our #HealthCareWorkers 
#SavingLives 
Get educated. Listen to #DrFauci &amp; #scientists so you don’t kill others",1
2976,2976.0,stay at home orders,@andrewbostom The problem is the liberal media #FakeNewsMedia and @Democrats don’t want the truth or real data - wake up Americans and yell  We are mad as hell and won’t take it anymore! @GovInslee @washdems @POTUS #NoMasks,2
828,828.0,face masks,"@Am3ricanHoney Still not going to wear a mask, take a test or a vaccine by force. Who is going to make me?",2
263,263.0,face masks,@drdesrochers Wear a mask and practice social distancing! The life you save could be someone you love.,1
2973,2973.0,stay at home orders,"No Fauci, not one state needs to pause their re-opening plans. As a matter of fact no state should have been shut down.",2
3779,3779.0,school closures,"Don’t Experiment on our kids @GovTimWalz! Open Schools, Op Minnesota!",1
1131,1131.0,face masks,two of my international roommates aren’t coming back to school this semester because the united states is a laughing stock when it comes to coronavirus... sooo anyone wanna tell me again how they’re president is handling this situation “well”??,0
2912,2912.0,stay at home orders,"@drdavidsamadi Check this @HealthAllegheny and wake up. Closing is wrong, suicide is up, businesses will be on life support.",2
656,656.0,face masks,"In the USA, Walmart, Home Depot and other retailers WALK BACK face mask mandates, will now serve mask-less customers. No doubt they were losing substantial revenue. Hopefully the same will happen in the UK.",2
619,619.0,face masks,"@JesseKellyDC Haha, kinda cool idea...but I still won’t wear a mask, obvi. #IdiotPatch",2
157,157.0,face masks,"We wouldn’t need so many ‘Rona relief measures from Congress if people just  
WORE A FUCKING MASK.",1
253,253.0,face masks,"If you're not willing to wear a mask at a grocery store (even when it's mandatory), could you at least utilize their delivery or pickup options (which is often free)? You are gaining nothing. Does the thrill of walking down the cereal really mean that much to you?",1
