,Unnamed: 0,premise,text,stance
181,181.0,face masks,"@TweetBluewater Amazing how many people are not wearing masks... maybe use your security team to police it. Felt very unsafe. Suspicious that this many people seem exempt from the rule, especially when they're in friendship groups. It's a health risk!
#bluewater",1
4513,4513.0,school closures,The collaboration of teachers and parents is appreciable as they both maximise their capabilities to keep the young learners engaged to bring back normalcy in their academic routine.Teachers need a fair justice for their undying efforts during the lockdown period.,0
4340,4340.0,school closures,The body running its own schools cannot be the body regulating other schools.,0
34,,face masks,Do not touch your face .. #coronavirus,0
131,131.0,face masks,"Was out at Target Express in Cupertino earlier this afternoon, noticed a shopper sans mask #WTF",1
2131,2131.0,fauci,Fauci has lost his mind.  #COVID19,2
895,895.0,face masks,@NYGovCuomo If you actually cared you would say no more masks. Masks lower the immune response.,2
4318,4318.0,school closures,"#de Blasio reaffirmed Thursday New York City's plan is to have as many students in person in #school as possible when classes are scheduled to resume on #September 10

#NYC ",0
2346,2346.0,fauci,"@RVAT2020 @Mike_Pence @WhiteHouse 136,438 deaths. 3,431,744 cases. Covid growing exponentially. Only 11.8% tested. STILL NO PLAN. 42 million unemployed. US soldiers being murdered by Russia @realdonaldtrump @gop @vp @whitehouse @lindseygrahamsc FAILED AMERICA   #trumpownseverydeath #trumpgenocide",0
54,,face masks,Avoid touching your face ! #COVID19 HTTPURL,0
4148,4148.0,school closures,"@CDCgov @CDCemergency 2. We aren't thinking of safety.  This is a direct email from my kid's middle school,  my kid has asthma, is not allowed to take precautions, and will receive no aid if (when ) your child comes into contact with a #COVID19",1
3460,3460.0,stay at home orders,"Why, no, @texasroadhouse I'm not going to celebrate ""National Night Out"" with you... wtf is wrong with you??",0
2134,2134.0,fauci,"Dear #DrFauci, how do you plan on continuing the fear mongering until the election as the virus becomes less lethal?  How much do the global elite pay for this?  #plandemic #inflatedcases #OPENAMERICANOW",2
4385,4385.0,school closures,The plight of these schools and their staff members must be heard and resolved by the government.,0
370,,stay at home orders,#Covid19 is the biggest lesson learned #stayAtHome,1
4124,4124.0,school closures,"Dear Trump, DeVos and all #MAGA pushing to reopen schools before it is safe,

If are Federal government had taken this pandemic seriously and acted accordingly it would be safe to reopen schools this fall. But they didn't, so it's not.",1
770,770.0,face masks,@CNBCtech No obviously YOURS &amp; Fauci’s Propaganda Spread Fast enough to Shut Down the world. Destroy Small mom&amp;pop businesses. Financially devastate millions of families. Shut down schools cause depression suicide as you withheld The CURE intentionally. You are evil. #FauciFraud,2
3040,3040.0,stay at home orders,"... can’t differentiate from actual live virus, so the test is flawed, but Inslee is using this data to keep his emergency powers to keep our State closed. Please go online and see the data for yourself. #Unite #Fight #Vote",2
3633,3633.0,stay at home orders,"Today is my.. not doing anything day. Catch up on some reading... and golf on the TV. #BoringSunday
",0
638,638.0,face masks,@objectsmith @raymond94397278 Surprised he got anything done wearing a silly mask.,2
351,,stay at home orders,Be Safe from #coronavirus infection,1
2096,2096.0,fauci,". #DrFauci is now in over his head w/ #COVID19 !  He needs to be put out to pasture and focus on older diseases/viri, &amp; his protege (is there one?)(probably 100+ in fed gov't.!) should take over! @realDonaldTrump @VP @SecAzar",2
4210,4210.0,school closures,"The World needs almost 69 million new teachers to reach the 2030 Education goals. How will we hire and retain good talent in our schools if we cannot pay them well? 
@CMOGuj
@imBhupendrasinh
 #SaveOurSchools",2
2604,2604.0,fauci,"@MollyJongFast Yeah.  :red_heart_selector::two_hearts::red_heart_selector: We love you all but, some are sick and irresponsible. Please be better so we can be with you all again!!! If you do, I’ll make you maple pancakes and poutine!! Xoxo #WearAMask #SocialDistancing",0
1978,1978.0,fauci,"@andersoncooper #DrFauci was never sidelined by @WhiteHouse as insinuated on @CNN, Dr should up his spirit of team-work. We shall overcome #Covid19 sooner than we all think.",2
4442,4442.0,school closures,"@FOXLA @Newzysteph Well....this will be a true scientific experiment, with OC kids as the pawns.",0
2124,2124.0,fauci,"#Trump saying no live events until August/Sept. Not sure if this is his own made up shit, or if from #DrFauci Either way, we've got a lot of empty arena shows coming &amp; that's assuming someone from #wwe or #AEW doesn't get #COVID19 which could change everything #Wrestlemania",2
4359,4359.0,school closures,"@PMOIndia @HRDMinistry
@imBhupendrasinh @narendramodi
Is Digital India not our PM's dream, then why so many conditions on digital education.
Clearly the govt is not equipped to provide online education, why obstruct pvt schools..",0
830,830.0,face masks,"Watching people ride bikes, drive cars or jogging with masks on is nothing more than a statement to a person’s loyalty to the “state” - for those on the left too dim witted to know what that means - to the government and bureaucrat edicts.  #covidsheep ",2
2016,2016.0,fauci,@RandPaul Fauci is incompetent! He has too many conflicts of interest! He needs to recuse himself or be forced out!,2
4411,4411.0,school closures,@Melissa20753729 Working in the Healthcare field I know many clinicians who had the #COVID19 virus with little or no specific symptoms. I don’t know anyone personally who has passed. I guess that’s a good thing. #HerdImmunity,0
4163,4163.0,school closures,There is a difference between policy governance and bureaucratic dictatorship! Your order is equivalent to banning education for kids. How can schools teach without getting paid? #SaveOurSchools @PMOIndia @narendramodi @vijayrupanibjp  @imBhupendrasinh,2
296,296.0,face masks,Making fucking masks a law.  That’s it.  Seatbelts save lives.  Masks do to!,1
597,597.0,face masks,"I saw many Buddhists doing rituals to fight against #coronavirus Dear brothers and sisters, we should make rituals against stupidity and sheep mentality. This is the real danger nowadays.

#NoMasks",2
4406,4406.0,school closures,"@AlexBerenson Every doctor I’ve seen- derm, ortho, dentist- has pulled their mask down when entering the room and talked to me face to face #Ohio",0
2305,2305.0,fauci,"@Cristia94816424 @Breaking911 He says in the middle of an outbreak... what change? Oh yeah, his overlords told him to get back on the mask because it's a great dividing tool.",0
4438,4438.0,school closures,"Victorian Education Minister Health Minister and Premier must resign.

#auspol
#coronavirus",0
343,,stay at home orders,Be Safe from #coronavirus infection,1
323,,stay at home orders,They suggest : stay home : #COVID19 HTTPURL,1
586,586.0,face masks,@hrkbenowen No masks are stupid anyway.,2
251,,fauci,"#BREAKING US gov't #Coronavirus Task Force presser : NIH 's Dr . Anthony #Fauci says  as sobering and as difficult as this is , what we are doing is making a difference .  Adds that #SocialDistancing needs to continue . #COVID19 #FlattenTheCurve #SlowTheSpread",0
4492,4492.0,school closures,@ClayTravis @JohnCooper4Nash It’s not about masks. It’s about the Teachers Union twisting the tax payers arm for more money. Where does it all end?  Money obviously doesn’t fix failing government schools.,0
2075,2075.0,fauci,@shell17159039 @JustMe123____ @josekayemba @brianstelter Fact is Fauci has conflicts of interest with #BigPharma Go read what he wrote in the NE journal of medicine back in March or the CDCs 5 planning scenarios from April. Much different tune then what Fauci says on TV.,2
2316,2316.0,fauci,"Serious question: If a fart can get through underwear and jeans, how can a cloth mask protect you from COVID-19? #COVID19 #coronavirus #BillGates",0
4392,4392.0,school closures,Has anyone in #SouthAfrica got any updates on the closing of schools? Has the @DBE_SA said anything yet?,0
2738,2738.0,fauci,@seanmdav How can you say that when he praises New York for their stellar response(sarcastically)!!!!! He should have been gone!!! He has too much financial interest to even remotely speak about the science and what's best for the American people!!!,0
665,665.0,face masks,"Went in three charity shops,
A Greggs (:pensive:) and my local music shop today.  No mask worn, no fucks given. #COVID19",2
2383,2383.0,fauci,"@realDonaldTrump @realDonaldTrump You could turn down the Republican nomination at the National Convention, therefore avoid losing to Biden. 

#VoteLikeYourLifeDependsOnIt because it does.
#TrumpOwnsEveryDeath",0
547,547.0,face masks,"Next time someone tells you to wear a mask, just respond with a confident ""No."" It's working. Stores are already realizing they can't enforce this. Politicians may not give up, but we can make their mask orders irrelevant. #NoMasks 

Post your refusal story at",2
4425,4425.0,school closures,"@OCDeplorable @brianlmaryott @maribarke ⚀Teacher unions in #California are using coronavirus to #extort the government.
:x:100 Billion in unfunded pensions.
:x:Among the most dismal test scores in the nation - in spite of being among the most highly paid.
#SchoolChoice",0
4374,4374.0,school closures,"In regard to this, the Gujarat Government decided that parents did not have to pay fees and that term fees paid so far since the lockdown be refunded by schools to parents. This decision come as an extremely insensitive and dangerous step.",0
2567,2567.0,fauci,"@morethanmySLE :mask: Because I don’t say “fuck you” to everyone when I leave my house, I wear a mask.",0
566,566.0,face masks,"@jenleahhh Awww yeah! Absolutely keep doing this! No masks for me or mi familia! Keep the courage, others will follow.  I didn’t wear a mask a couple days ago and I saw an older man pull down his mask and tell his wife this was bs and if I can then surely he can as well.",2
3447,3447.0,stay at home orders,"@robertwolf32 what a piece of trash you are. Lies, lies, lies! you should be ashamed.",0
4398,4398.0,school closures,"Children are the future of our nation, in pandemic situation schools and teachers are providing digital education that is so far a need of modern education era. Even our Constitution has given everyone the right of education. For our bright future.........",0
241,241.0,face masks,Im still waiting to hear a real and truthful example of anyone who’s “medically exempt” from wearing a mask. Like prove me wrong but if ya have a heath condition surely getting the virus is hella worse than being a bit uncomfortable no?,1
2650,2650.0,fauci,":stop_sign: Remember:

:x: No Trumper gave any shit about overworked hospital staffs
:x: Said hospitals empty, #Covid19 is less dangerous than flu
:x: Wanted to fire #DrFauci
:x: Demanded to be on streets 

Now that they have these things going on for them...",0
4353,4353.0,school closures,"Kindly be little concerned for our unsung heroes who are none other than our teachers. Without them there is no future of our kids. Pay fees ,save teachers save schools.",0
627,627.0,face masks,@Kent_Online Masks mandated. Cases suddenly rise. Coincidence?,2
4110,4110.0,school closures,"My game on Sunday has been cancelled consisting of 22 players, yet my college of 4,000 people is still open. Makes sense. #Covid_19 #CoronaVirus",1
3726,3726.0,stay at home orders,#BlackLivesCantMatter until #AllLivesMatter. America won't trade one social injustice for another...,0
2089,2089.0,fauci,@realDonaldTrump @FoxFriendsFirst It sounds like to me #DrFauci is dictating to @POTUS when our economy will reopen. One person alone should NEVER dictate the fate of #Americans . Our rights are being violated bc of #COVID19 politics. #ReopenAmericaNow,2
2102,2102.0,fauci,"@bigleaguepol @kerrydougherty When asked by John Roberts to address same Fauci lied ""I removed mask to drink water""   
Lie like when horse a trod a race course...",2
4339,4339.0,school closures,"@DonaldJTrumpJr 

If a healthy person is diagnosed with #coronavirus and dies from any other cause, like hit by a bus or anything, our state government counts that as a #Covid19 death. 

These numbers are so damn flawed. 

Very frustrating. 

#GOP",0
3552,3552.0,stay at home orders,"@MRizzello @paulkrugman Arch-Traitor Trump will #sacrifice whomever he needs to, in order to win.",0
3580,3580.0,stay at home orders,"@Ian56789 @NIsakoff Total scum, bought and paid for shill.",0
3413,3413.0,stay at home orders,May ALLAH protect all from this covid19 pandemic,0
691,691.0,face masks,@LBC @darrenadam No. Fascist government must get rid of masks FIRST.,2
406,406.0,face masks,"It needs to stop. If this is a thing you believe, it's YOU that's currently causing the most harm. Shut the fuck up, sit down, wear a mask and stop spreading your moist bullshit. I don't want to die because you're a fucking idiot. 

#COVID19AB",1
2085,2085.0,fauci,"@Acosta So, instead of working on #COVID19, Fauci is posing for @InStyle and now this.",2
11,11.0,face masks,Can y’all wear masks so we can freely drink our coffees while shopping around without a mask around our faces?!,1
4235,4235.0,school closures,"@pr0mode I'm thinking that if kids going into college thing that 15% of $8,000 is about $300.00 that we really need school choice and to open up schools now.

#SchoolChoice",2
757,757.0,face masks,"@DJJudd Please stop with the mask #covidiocy... for anyone under 65, the risk is virtually ZERO.",2
4076,4076.0,school closures,"@CovfefeKatie Katie,
This is great if you are gathering info and making a list. If schools don't open parents should pull there kids out of public school and seek a better alternative.
#kidsfirst",1
272,272.0,face masks,We can do this. #patriotswearmasks #WearAMask,1
2994,2994.0,stay at home orders,"@DanielAndrewsMP To keep businesses running, ignore the virus and",2
3071,3071.0,stay at home orders,@MartinJCooke @EndUKLockdown1 @simondolan Good for you for not caving to this dystopian nightmare and rules that make no sense!,2
397,,stay at home orders,everyone stay safe out there ! lets kill the #coronavirus,1
4421,4421.0,school closures,nearly 400 people in the uk have coronavirus - guaranteed to jump well over 400 after today - and the government still wants to stay in the contain phase instead of delay phase. mf u failed containing it just move on and,0
2394,2394.0,fauci,Also,0
4008,4008.0,school closures,@PressSec If you “follow the science” it does not take you to “open our schools.” If that morally doomed infant you spawned was old enough to attend school you know damn well you’d keep it home. See,1
4198,4198.0,school closures,"@RahulGandhi The priority of any government should be to provide education to students and not shutting it down. By shutting down schools &amp; online classes,the @CMOGuj government will make Teachers &amp; schools fall into debt trap.The adverse impact of such a move is multifaceted.",2
3143,3143.0,stay at home orders,"@realDonaldTrump @RudyGiuliani @DanScavino @stevenmnuchin1 @larry_kudlow We, the people, want tax cuts, not handouts! We want to go back to work!
#AmericaFirst",2
686,686.0,face masks,How are people just cool with politicians mandating unconstitutional mask mandates which is completely not backed up by science?,2
778,778.0,face masks,"@NeilClark66 WE allowed it to happen, allowed our Humans right to be taken. WE must put a stop to it &amp; it needs to be NOW. Bin the face nappies. There is NO MONEY in health and they plan to keep us in a state of fear till the vaccine is ready. Fuck that. #NOMASK We have to start NOW. ",2
339,,stay at home orders,Be Safe from #coronavirus infection,1
3520,3520.0,stay at home orders,"@realDonaldTrump Hey you never went and look at how you turned out!  Most kids  already read Well Above the ""Current President"" level.  #Homeschooling2020",0
356,,stay at home orders,We are not stuck at home . We are blessed to have a home . #gratitude #covid19,1
564,564.0,face masks,"@SylvesterTurner There is no need to wear a mask! There is a cure, HCQ and Zinc. Why are you pushing this hoax narrative instead of the cure? Your day will come. :scales:

#Trump2Q2Q",2
4478,4478.0,school closures,"@mgchoksi @UdgamSchool @PMOIndia @CMOGuj does goverment wave off the eletricity bill, or petrol pump charges, gas charges, NO...then why to stop schools from collecting the fees? They are helping students study..this is unfare",0
661,661.0,face masks,@realDonaldTrump Get RID of #Fauci AND #Birx!! And stop this #Maskcontrolnonsense!! When universities are having OUTSIDE  graduation requiring everyone wear masks in the 100’ heat— we’re FURIOUS!!,2
2353,2353.0,fauci,#SupremeCourt #SenateHearing #DrFauci #CoronavirusUSA #TrumpMeltdown #TaxReturns - my stress level is off the charts ! #2020 just wont quit :grimacing:,0
3408,3408.0,stay at home orders,@SenSchumer It is all about cases for @ABC @CBSNews @NBCNews @CNN not deaths. Deaths are down. That’s good news!!!,0
2072,2072.0,fauci,"@drdavidsamadi I’ll never forget him doing this, laughing at @potus on the platform, publicly. Little creep.",2
243,,fauci,"When reporter asks Fauci about medical evidence of #hydroxychloroquine in #COVID19 , Trump steps in & says reporters have asked 15 times . Fauci stands there & does n't answer reporters .",1
3080,3080.0,stay at home orders,"@StephenMcNeil feel free to open up Marijuana Shops other than the liquor store for additional revenue for the Province? Use whatever talent many thought you had when you were voted in.
#backtobusiness 
#EnoughIsEnough #CorruptionInGovernment",2
2064,2064.0,fauci,@CBSNews No do-overs for #FauciTheFraud . If I performed like this on my job my ass would be shown the door.,2
2073,2073.0,fauci,@kojman1 @MSNBC The #Comey?  So in other words #DrFauci has made the whole #coronavirus thing up!!!!,2
2350,2350.0,fauci,@RepAndyBiggsAZ @realDonaldTrump And we need virology doctors who understand statistics and therapeutics,0
3122,3122.0,stay at home orders,"as the Furlough scheme starts to change and reality of this mess start to hit home 

people starting to think 
 
did as I was told and stayed in 

spent all my savings

now I have lost my job / home  

and I dont even know anyone who had this killer plague  :thinking_face:",2
4202,4202.0,school closures,"@Davos tells us that this is the Fourth Industrial Revolution. Digital citizenry is key, digital illiteracy will take us out of the race. @PMOIndia &amp; @imBhupendrasinh Please don’t stop schools &amp; online learning but EXTEND it to everyone. #SaveOurSchools",2
3345,3345.0,stay at home orders,@realDonaldTrump you gotta fight back against some of these governors. #RecallGavin2020,0
229,229.0,face masks,Anti-maskers are 100% that person you went to high school with who never left your hometown and spends their weekends day-drinking at water parks. #maskdebate #WearAMask,1
831,831.0,face masks,Awe. @CNN and bird face @OutFrontCNN Burnett are all concerned about people around POTUS without a mask on. @realDonaldTrump,2
709,709.0,face masks,Your toilet cleaner being washed into my water is a chemical!  That's selfish to pour that in there.  Do you see the hypocrisy?  Seems we can find many things to call people selfish for.  #NoMasks,2
2044,2044.0,fauci,@C74Kate I live in SD in a city filled with tourists. I deal with 100s of people daily with no mask &amp; have been in crowded public spaces. Chinese WuHan Flu is BS. Major chain stores are mandating masks although our city doesn’t require them.  It’s BS :100: #FakePandemic,2
322,,stay at home orders,HI AMERICANS ! STAY HOME & BE SAFE FROM #CORONAVIRUS HTTPURL,1
229,,fauci," The risk is not just isolated to you  Dr . #AnthonyFauci , director of the National Institute of Allergy and Infectious Diseases in the #US , explains the problem of transmission in a #pandemic . #coronavirus #Covid_19 HTTPURL",0
3493,3493.0,stay at home orders,@RevanthYsr take care mama,0
2380,2380.0,fauci,"@joshualflbrozzz @Johnbentfield @Breaking911 @MarkZuckerman Not sure what Trump has to do with it but those of us who love this country dont support over-paid assholes disrespecting our country, trump has nothing to do with. #RIPMLB #BoycottMLB",0
3876,3876.0,school closures,@RepLeeZeldin No testing plan = No school.,1
3991,3991.0,school closures,@donwinslow So glad Dekalb County schools doing virtual cause going back to school during this mess!?!,1
141,141.0,face masks,"@5_2blue He’s not a pastor. He’s a pretentious anal retentive self righteous princess jackass. Probably a closet Colonel Frank Fitz: A product of his own self antagonistic orientation. Send him a mask, not a gift card. #fools",1
4433,4433.0,school closures,Coronavirus: College and university officials are making tough calls on whether to move courses online or conduct business as usual as Indiana numbers increase.,0
2392,2392.0,fauci,@skshuggles @AmericaFirstOrg Time to,0
4508,4508.0,school closures,.@DallasISDMedia NO IN PERSON SCHOOL @ least through Labor Day. New info tomorrow. #COVID19,0
4142,4142.0,school closures,"Don't let #COVID19 shut down your school, move your classes online &amp; reach every student. We can organize the right tools for remote education on any level to keep your students and staff safe. Contact us Today. #coronavirus #CDC #Quarantine #schoolclosures",1
2514,2514.0,fauci,"Shame on you Dr. Ron Paul-you are a doctor. 

A doctor pulling the I’m a”free individual nonsense” that is going to destroy this nation. 

“We shouldn’t assume a group of experts know what’s best”-
Dr. Ron Paul is honestly the STUPIDEST thing I’ve ever heard. #

#COVID19 #DrFauci",0
3205,3205.0,stay at home orders,"@GovAbbott You’re falling for the trap that democrats &amp; the media are laying. 

Stop pretening that you are open. Be bold &amp;",0
602,602.0,face masks,@mtaylor422 @IAGovernor Keep your kids home if you are scared. You have that option. No masks for healthy people. The numbers do not show that masks are needed for healthy people.,2
3712,3712.0,stay at home orders,@jsolomonReports Rational people knew this four months ago.  FN morons.,0
4439,4439.0,school closures,"Ok @vijayrupanibjp ji, @imBhupendrasinhso ji what is the plan? Ban fee for private schools. They can't survive &amp; shut down. Then what?

Be careful what you wish for!",0
257,257.0,face masks,"26yrs old, finally figured out a skincare routine that works, hairstyle and clothes that I actually like, healthy eating habits and my career. I am FLOORED that I can’t go out to celebrate my glow up lol. Wear your fucking masks people. #WhatWomenReallyWantIs",1
338,,stay at home orders,Be Safe from #coronavirus infection,1
131,,school closures,Isolation is key . #Coronavirus,0
3380,3380.0,stay at home orders,Truants not tyrants. The number of kids not in schools these days.,0
2087,2087.0,fauci,So where was this #DrFauci faggot in January &amp; February. I knew about the outbreak and it’s potential on January 6th. Where was Fauci? Why was he silent? You’re telling me this man was unaware of Coronavirus until recently? Ok then he’s not credible &amp; should stfu,2
3657,3657.0,stay at home orders,Quarantine-chievement: put gas in my car for the first time since March (April baby potentially related),0
3294,3294.0,stay at home orders,"I don’t know... why. But does anyone else.. like cringe when watching a movie and someone hugs, high fives, or has big party and think “Nooo!!! What about COVID?!”

Just me???!

Cool. 

#COVID19",0
4063,4063.0,school closures,@GOP @realDonaldTrump How can a child dream when dead? #schools,1
3166,3166.0,stay at home orders,"@ajc Just look at the numbers, @GovKemp should be flying to NY to advise them as to the proper way to reopen their state. This guy is a failure and the fake news is propping him up as a savior. #LiveSmartNotScared #OpenSchools",2
4200,4200.0,school closures,Why is opening schools a political issue now? Families of kids with special needs are really struggling without school or in person services. Zoom makes my son’s sensory issues worse. Do ye want to come over and hold him while he screams? That’s the reality of it.,2
217,217.0,face masks,"@MikeODFeldman @GOPLeader @realDonaldTrump These hypocrites like @KevinMcCarthyTV are still arguing about wearing masks-unbelievable 
#Hypocrisy",1
3467,3467.0,stay at home orders,"@gb_iqbal786 @italianostyle2 @ganseyman @HARRYS1DEMPIRE @Bella_Ely_ @ginestarros @Jen2Gain @_ItsAngelC @LOGANGAIN1 @vilaandrealili1 @Annie22462736 @alfa_hak @Saori__M @JennyDazz66 @irvinejulie @jrafael01_ @byhaluk3 @milydj3 ╰❥☼˚♡@gb_iqbal786 ♡
:heartbeat: ⎠hi dear friend :sparkling_heart:
╰❥ ♡good afternoon sweet:cherry_blossom::leaves: :kissing_heart::two_hearts::two_hearts:

",0
2028,2028.0,fauci,Why are @Surgeon_General and #DrFauci both so insistent that masks should be mandated by local and state governments? When did doctors weigh in on federal vs state rights? Do your jobs - report the facts and give medical guidance. Not constitutional law analysis.,2
2895,2895.0,stay at home orders,I’m sorry dealing with the children you decided to have is a burden for you.,1
2088,2088.0,fauci,@realDonaldTrump It’s time to FIRE Fauci!!,2
3585,3585.0,stay at home orders,Watching and waiting for @LFC to get their premier league trophy :red_heart_selector::red_heart_selector: #champions #lfc #YNWA,0
3607,3607.0,stay at home orders,when the number of new cases in Victoria is higher than my turnip prices will ever be :flushed:,0
610,610.0,face masks,@PRINCIPALRUBIO @NEISD @TRRoughRiderFB @sachurchill @MrGuthrieTweets @sdbmavs @NEISDExecDir I would like all of you that say that masks make a difference to show me some data proving that fact.,2
3968,3968.0,school closures,"Parents are actually going to have to parent their own children with schools closed...yet we have a generation with limited parenting skills, where others have raised their children from nursery and they’ve not had health - 1 #StaySafeStayHome #coronavirus",1
4441,4441.0,school closures,"y’all do realise there’s no point washing your hands if u don’t wash ur face, u touch your face so many times a day. i also wipe down my phone everyday to prevent germs on it bc i ain’t taking no chances #coronavirus #covid19UK #CoronaOutbreak",0
156,156.0,face masks,@CMag051 It’s very scary to see how many people aren’t wearing masks or social distancing. We all need to do our part. It’s not that hard.,1
2844,2844.0,stay at home orders,"@GOPLeader Just how long do you think this is going to last? 

#SchoolMustClose",1
4149,4149.0,school closures,"and all you had to do to make parents feel safer and trust what you're doing is set up a free satellite 5G network, give every student a desktop and VR (for recess in the public school version of Xbox live), create a classroom environment with computer programs",1
3145,3145.0,stay at home orders,@ErinGoKirk @howardr0613 @AshleyRParker @PhilipRucker @realDonaldTrump Stoopid people. Kids not adults have zero deaths due to covid. The 14 that supposedly died from it (like the adults) had underlying health conditions ALREADY.,2
4056,4056.0,school closures,"So. What are we MISSING while Donald &amp; betsy promote reopening schools?

Tax returns? Rigged 2016? Rigged 2020? The siphoning off of USA $$$ to Russia &amp; China? 

MARY TRUMPS BOOK? 

Donalds escape hatch getting readied?",1
2097,2097.0,fauci,@GMan40401036 @e_iaco Calm down with your hate. Instead ask yourself how did Fauci make a net worth of $500 million? You can not accumulate that kind of wealth from a six figure salary. Fauci is the modern day Josef Mengele,2
2,,face masks,@USER Put a mask on #CoronaVirus HTTPURL,1
2029,2029.0,fauci,@chuckwoolery Fauci needs to be fired,2
2035,2035.0,fauci,@mgolingan1 @OANN @CDCDirector @SteveFDA They are grasping with everything they can to hold onto the power as the coronavirus moves into the rear view mirror. What a joke. The hospitals are empty and Fauci failed us.,2
148,148.0,face masks,"141 days into the US #COVID19 pandemic. With all the information we have about the benefit of wearing #masks, if you aren’t, you are responsible for the continued spread, deaths, illness, closures, financial ruin, and ongoing horror!",1
4407,4407.0,school closures,"…’with all six stones, I would merely snap my fingers and #democrats would no longer exist’ #anarchy #chaos #occupation #lawlessness #conspiracy #collusion #Sedition #democrats #wrong4America #liberals #wrong4TheWorld #Marxists #wrong4TheUniverse

#OpenAmerica",0
8,8.0,face masks,"@Learning2GetBy What a bunch of hillbillies! That asshole  @DerekSloanCPC Is proud to show his supporters! :joy::joy::joy: it’s no Mensa meeting. And not a mask in site, wow, what brilliance! #canpoli #Manitoba",1
677,677.0,face masks,@declanoscanlon @GovMurphy Schools need to open because it's the absolute right thing to do!! Enough is enough!! And since masks don't work... they should just so go back to school like normal!,2
2037,2037.0,fauci,@realDonaldTrump We are done with this guy scaring people.,2
2155,2155.0,fauci,"@MauriceMichael BS! Check Fauci, he said the virus would be ""no problem,"" we could trust China, go on a cruise, trust the WHO, etc...are you kidding me?",2
3300,3300.0,stay at home orders,@Eskom_SA Silver Oaks Estate without Power 4 days now. I will send a message to the residents to in any case switch off everything LOL   #silveroaks #EndTheNightmare,0
3066,3066.0,stay at home orders,The silent majority better speak the F up soon. This shit is getting old! I’m over it. I’m sick of the NWO being pushed down our throats. I’m sick of the lies and the tyrannical governors. #VoteRedToSaveAmerica2020 #ArrestBillGates #ArrestSoros #ArrestFauci,2
696,696.0,face masks,@GregAbbott_TX Your mother would be disappointed in you flushing the constitution down the toilet with your mask mandates and lockdowns. #voteabbottout2022,2
3113,3113.0,stay at home orders,@BorisJohnson Town centres are inhospitable now &amp; will be worse once masks are compulsory. Pointless as the virus has run its course.,2
3035,3035.0,stay at home orders,Where was the opposition to wearing masks in @BBCNewsnight ? A Tory lord and a  Labour MP both supporting to yet more restrictions on our liberty in the name of public safety,2
2623,2623.0,fauci,"If everyone in the US wears a mask for the next two months we can control the pandemic.

I hear people say, I don’t want to wear a mask and decide my own health. You wearing a mask protects me. Me wearing a mask protects you!

#facemasks #WHO",0
4450,4450.0,school closures,"#SaveOurSchools
When other states are exploring options on how to ensure education for all, here we are focussed on disturbing what’s working. How will schools function without fees? How will teachers teach without salaries? #SaveOurSchools @imBhupendrasinh",0
129,129.0,face masks,Still beyond me why teens will not be wearing masks in schools :thinking_face:,1
2343,2343.0,fauci,@Agains7all0dds @EyesOnQ They don't work like that! #ArrestBillGates,0
4345,4345.0,school closures,Can anyone imagine a society without good school and good schools without excellent educators,0
715,715.0,face masks,@CNN Masks are here to convert population intomuzzled sheep. Masks are not preventing people from getting #chinesevirus,2
207,,fauci,Dr . Fauci is a silver fox . #coronavirus,1
40,40.0,face masks,"@realDonaldTrump And so many without masks!  Wtf, people?",1
565,565.0,face masks,"@BorisIsShite @grumpy_bull @Michael_Rowan9 @ICMdoc @lyndsay_hopkins @ShippersUnbound Your argument; anyone who disagrees doesn't have a voice, hmm nicely fascist.
If lockdown is the 'only' reason, why was one not needed for previous pandemics?
So to stop numbers going up, we need to lockdown forever?
Strange how a simpleton can fault your logic. #KBF",2
2400,2400.0,fauci,@MollyJongFast Has #DrFauci been asked on the record about unusual blood clotting in patients with #COVID19?,0
235,235.0,face masks,@PennsylvaniaGov @GovernorTomWolf Thank you for doing all you can to help more people accept that wearing a #mask is one simple way to  help stop the spread - and isn’t difficult! #JustWearIt #Masks,1
2093,2093.0,fauci,#DrFauci is constantly contradicting himself!!! Two nights ago he admitted he &amp; health officials have never been totally satisfied with China’s information on how #COVID19 started but than today tries to downplay the question if it came from a lab,2
2736,2736.0,fauci,"@GovNedLamont Since Lamont can't make up his own mind about almost everything, I hope Fauci doesn't tell him to shut the state down again (Because Lamont isn't a REAL leader and he'll probably do it).",0
3330,3330.0,stay at home orders,"@scotgov On the theme of 0’s;

Deaths with #Covid19 in #Scotland :Scotland: by age;

0-1,  0
1-4, 0
5-9, 0
10-14, 0
15-19, 0
20-24, 0
25-30, 0

From, National Statistics Scotland",0
3859,3859.0,school closures,"@jaygirl1980 So many educational 'categories' of students classified 'special needs.' Vary by state. Learning disabled to multiply 'handicapped' &amp; so much more. Some are more physically vulnerable to COVID. If schools accept some, how to tell parents NO to others? No easy answers.",1
2010,2010.0,fauci,"@TX_WalkerRanger There's no question, especially after his response to the protests/riots. His decisions are being guided by partisan politics to help the Biden campaign. He's just another swamp rat. @realDonaldTrump should fire him!",2
2060,2060.0,fauci,"@POTUS Mr President, please throw #DrFauci out on his facemask!",2
841,841.0,face masks,@PunishDem1776 I call BS on masks!,2
3523,3523.0,stay at home orders,"@LindseyGrahamSC Antifa are terrorists so that should give the feds all the reason they need to go into any city and round them up, invited by local officials or not! #AntifaTerrorists #MAGA #KAG #WalkAway",0
