,Unnamed: 0.1,Unnamed: 0,premise,text,stance
900,900,900,Coronavirus is caused by 5G.,coronaviruses are actually very common throughout the world! they’re actually a series of viruses that affect the respiratory tracts. the one in China is a NEW version of the virus and is commonly refer to the name of wuhan coronavirus or COVID-19.,0
433,433,433,Holy communion cannot be the cause of the spread of coronavirus,"Authority was given to them over a fourth of the earth, to kill with sword and with famine and with pestilence and by the wild beasts of the earth. https://t.co/S7QII8QUdv",0
930,930,930,Vitamin C cures coronavirus.,"apparently costcos in king county are completely out of toilet paper, hand sanitzer, paper towels, clorox wipes, and bottled water. people are FREAKING out about coronavirus having killed someone so close to home. don’t go to costco today 🙃",0
603,603,603,A person can tell if they have coronavirus or not simply by holding their breath.,the verdict is out: you catch coronavirus by being nasty and not washing your hands,0
1453,1453,1453,Coronavirus can only survive in cold temperatures.,i wear a mask at school because a mix of airborne allergens i react to and because germs are everywhere. i don’t get close to anyone that i don’t have to be close to. i wash my hands a million times a day. a simple cold ruins me. coronavirus would be lethal to people like me.,0
1710,1710,1710,Africans are more resistant to coronavirus.,Children can be affected by coronavirus..... YOOO BETT https://t.co/ugFpWM7dkb,0
374,374,374,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME @USERNAME It doesn't matter if they're praying for the coronavirus to go away or for wisdom and comfort or for a pizza to be delivered. Wasting time talking to nothing is stupid and potentially detrimental in this situation.,0
1848,1848,1848,Holy communion cannot be the cause of the spread of coronavirus,FEAR OF CORONAVIRUS!! Lagos Catholic Church Suspends Handshake And Use Of Holy Water https://t.co/L9gC4tiniD https://t.co/PuZXeoTUku,0
453,453,453,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME They weren't necessarily asymptomatic either.  They may have had a severe cold or worse.  We only started testing for SARS-CoV2 a few days ago, unless they were known to have traveled to China, or known to have been in contact with someone who tested positive.  Irresponsible CDC",0
411,411,411,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME https://t.co/L4rE5EPhqA
""Here, we report the #design, #synthesis, and recovery of the largest #synthetic replicating life form, a 29.7-kb bat severe acute respiratory syndrome (SARS)-like coronavirus (Bat-SCoV), a likely progenitor to the SARS-CoV epidemic.""",0
275,275,275,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","More than 30,000 pets have been left stranded after the Chinese government sealed off Wuhan following the #coronavirus outbreak 💔 https://t.co/PatebKWlkm",0
790,790,790,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME (This is made much more complicated by the CDC completely botching their ability to test for SARS-CoV-2, and between lack of test kits &amp; backlog has been managing to do only 20-25 tests/day at most: https://t.co/fOIM6JHqD1).",0
1327,1327,1327,Coronavirus is caused by 5G.,#France - There is an ongoing outbreak of coronavirus (COVID-19) in Haute Savoie and Oise. The French authorities have indicated they may cancel some large events or gatherings of more than 5000 people to limit the outbreak. More info: https://t.co/MGz66TzseT https://t.co/Ail7sNnfu2,0
1592,1592,1592,Coronavirus is caused by 5G.,"Coronavirus is spreading through communities on the West Coast.
https://t.co/XJMtVmr5mZ",0
1702,1702,1702,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","Mortality rate in Wuhan: 4.9%

Rate in other provinces: 0.16%.

Rate nationwide: 2.1%.

Asked why Wuhan was higher than the national level, an official said that it was caused by a lack of resources, there were only 110 critical care beds in the three designated hospitals.
8/15",0
2109,2109,2109,Holy communion cannot be the cause of the spread of coronavirus,"Watching Nostradamus. 
Nostradamus has  predicted that the 3rd anti Christ has already arrived, and the days of the apocalypse are already upon us.
Has anyone considered that:
1- Trump is the anti Christ?
2- Coronavirus is the onset of the apocalypse?",0
113,113,113,Coronavirus is genetically engineered.,WHO increases COVID-19 threat assessment to highest level https://t.co/8V9zGGtNVH via @USERNAME,0
2021,2021,2021,Vitamin C cures coronavirus.,"Stocked up on beans, rice, canned meats, and medicine this weekend. This whole #coronavirus #covid thing feels different. Not alarmist different, but different in a really inconvenient way. Worried about hysteria, shutdowns, work loss, and cabin fever.",0
989,989,989,Fennel tea cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/ZMzns5SV88",0
254,254,254,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus: South Korean churches, temples turn worshippers away https://t.co/uZiqMv21mz",0
808,808,808,The lifetime of SARS-CoV-2 is only 12 hours.,"Key finding virus has probably been present in the US for a number of weeks.
#COVID-19 #SARSCoV2 #coronavirus https://t.co/W73axGSLwu",0
1147,1147,1147,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME 90,000 infected in China when reported numbers were 4,200 and virus was still contained in Wuhan.",0
1272,1272,1272,Coronavirus is genetically engineered.,@USERNAME How the Covid-19 virus spread. Is this a terrorist act ?,0
713,713,713,Vitamin C can prevent coronavirus circulation.,PSA: to prevent spread of coronavirus eat ass,0
1109,1109,1109,Avocado and mint tea cures coronavirus.,"Hangover is being mistaken for a corona virus, menudo and a Gatorade will clear you up haha https://t.co/VVW6XcHYLH",0
2033,2033,2033,Fennel tea cures coronavirus.,"As the worry surrounding the coronavírus grows, we should stop to think of the essentials we can always have stocked up in case of any sort of emergency (job loss, natural distaster, etc). We should always have a safety stock of non-perishables, essential medicine, and water. https://t.co/sTwlcSdYA3",0
2054,2054,2054,Coronavirus is caused by 5G.,"Coronavirus is not airborne.  Please read.  It is droplet.

https://t.co/T3FBOALM8X",0
624,624,624,Vitamin C can prevent coronavirus circulation.,@USERNAME @USERNAME Vaccines don't cause SARS-CoV-2.... The coronavirus does.,0
429,429,429,Africans are more resistant to coronavirus.,Who is vulnerable to coronavirus? So far children appear safe from COVID-19 https://t.co/NvCODJSu2J via @USERNAME,0
80,80,80,Coronavirus is caused by 5G.,Characteristics of and Important Lessons From the Coronavirus Disease 2019 (COVID-19) Outbreak in China: Summary of a Report of 72 314 Cases From the Chinese Center for Disease Control and Prevention | Global Health | JAMA | JAMA Network https://t.co/uNnMcNP8Wy,0
423,423,423,Hand sanitiser sold commercially does not destroy the coronavirus.,"Because hand sanitiser is made where? That's right China.
#coronavirus #COVID2019 #handsanitiser https://t.co/nXaSZBRic8",0
641,641,641,Africans are more resistant to coronavirus.,"The elderly is more at risk with this virus!  
#coronavirus https://t.co/iS1ieQ5PAW",0
1749,1749,1749,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus as become apparently a pandemic
Let's look at the worlds condition sin thriving in red light districts throughout the world allowing for the evil to surmount
 While this carnage of debauchery goes on God is not turning a blind eye his judgement on sin is sign of times https://t.co/Y3EFNONnAB",0
1705,1705,1705,Vitamin C can prevent coronavirus circulation.,How To Boost Immune System Against Coronavirus Infection (Abazar Habibin... https://t.co/3V7OdxQRAM via @USERNAME,0
356,356,356,The lifetime of SARS-CoV-2 is only 12 hours.,"Eurosurveillance | Differential diagnosis of illness in patients under investigation for the novel coronavirus (SARS-CoV-2), Italy, February 2020 https://t.co/TvSkEUJMX8",0
1704,1704,1704,Vitamin C can prevent coronavirus circulation.,"Breaks down cost of coronavirus treatment.
The actual test is free,but this article outlines
other likely costs associated with treatment.
 https://t.co/2DaHwyzor6",0
134,134,134,Coronavirus is genetically engineered.,Coronavirus has infected the EA/BFV servers very sad,0
1500,1500,1500,The lifetime of SARS-CoV-2 is only 12 hours.,The tone of the article suggests that there might be tens of thousands of people in Japan being infected with coronavirus SARS CoV-2. https://t.co/8mQniwbG3b,0
675,675,675,Vitamin C can prevent coronavirus circulation.,China To Conduct Study Treating Coronavirus Patients With High-Dose Vitamin C ~&gt; https://t.co/Isi1QYZkNw https://t.co/R1OrDkhyBD,0
1199,1199,1199,Coronavirus is genetically engineered.,"Coronavirus doesn't discriminate, but they. https://t.co/1d3e9wALVL",0
1787,1787,1787,Vitamin C can prevent coronavirus circulation.,"Sure, to control the spread of the coronavirus. That’s why. https://t.co/JjpbzeO5oE",0
1751,1751,1751,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME You know the coronavirus is an umbrellaterm right? We just called it that until the WHO gave it the name COVID-19 as to prevent misunderstandings like these, and now they also gave it the scientific name Sars-Cov-2",0
1919,1919,1919,Coronavirus is genetically engineered.,"@USERNAME National Security and Bioterrorism Threat!
COVID19/Flu CDC should cite this threat!
Illegal immigration threatens the safety of AMERICANS and also overburdens hospitals!",0
1996,1996,1996,A person can tell if they have coronavirus or not simply by holding their breath.,The orange pile of runny human waste believes the corona virus is a Democrat hoax...if its such a hoax lets get a vial of spit from someone that tested positive and let him rub it all over his face and mouth and see if he gets the 'hoax' or not. The only hoax is his presidency https://t.co/CALR78JRfT,0
1318,1318,1318,Coronavirus can only survive in cold temperatures.,@USERNAME There are a lot of coronaviruses. SARS is a coronavirus. Seven coronavirus strains are responsible for the human common cold. Coronavirus is like a family of viruses ;).,0
117,117,117,Coronavirus is caused by 5G.,Coronavirus May Lead to 'Mass Homeschooling' https://t.co/9QipwRfPXJ https://t.co/lDelh8Dd39,0
1990,1990,1990,Fennel tea cures coronavirus.,The answer to whether or not household disinfectants like Lysol and Clorox can protect against the coronavirus is complicated.​ https://t.co/Er32xipuXl,0
2081,2081,2081,Coronavirus is caused by 5G.,"Coronavirus poses 'very high' global risk, WHO warns - New York Post https://t.co/Jd5P6rcXHE https://t.co/Zi6MheQwjG",0
172,172,172,A person can tell if they have coronavirus or not simply by holding their breath.,"#COVID19 is an infectious disease caused by a new #coronavirus introduced to humans for the first time. It spreads from person to person mainly through the droplets produced when an infected person speaks, coughs or sneezes. https://t.co/CdA6tFZ59R",0
1735,1735,1735,Coronavirus is caused by 5G.,How Prepared Is the U.S. for a Coronavirus Outbreak? https://t.co/pMP7Ezt5dN,0
530,530,530,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME ""No evidence suggests that the virus is man-made. SARS-CoV-2 closely resembles two other coronaviruses that have triggered outbreaks in recent decades, SARS-CoV and MERS-CoV, &amp; all 3 viruses seem to have originated in bats."" https://t.co/D3aVP31Jxj Though you do seem batty 🤪",0
1746,1746,1746,The lifetime of SARS-CoV-2 is only 12 hours.,"Trend up+7772: *Ahmed SF* et al (Viruses) __Preliminary Identification of Potential Vaccine Targets for the COVID-19 Coronavirus (SARS-CoV-2) Based on SARS-CoV Immunological Studies__
https://t.co/xVhBpkcWKY",0
1649,1649,1649,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME @USERNAME It will go up like SKorea if they can test enough people. They probably have most of their medical staff infected by now in Wuhan. They will be playing catch up since their health care system was pummelled.  67,000 cases in a city of 11 million is nothing. 30% will get in 6 mos. https://t.co/JlEeLHx0bG",0
1800,1800,1800,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Every few years, humanity succumbs to mass hysteria at the prospect of a global pandemic. In this century alone, SARS, H1N1, Ebola, MERS, Zika, and now the coronavirus have all generated reactions that, in retrospect, seem disproportionate to the actual impact of the disease.",0
1668,1668,1668,Fennel tea cures coronavirus.,"@USERNAME Both. Realistically there probably wont be shortages of anything....except panadol, toilet paper, sanitisers, pharmacueticals etc. But, on the off chance supermarkets get stripped bare as soon as there is a local outbreak, they will find comfort knowing they are covered.",0
96,96,96,Avocado and mint tea cures coronavirus.,"just bought 20kgs of rice and pasta, 60 cans of tuna, 3 bottles of voddy and bare canned vegetables, coronavirus ain’t taking me 🤓🤓🤓",0
676,676,676,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus treatment in China includes, in addition to regular drugs, traditional chinese medicines that r herbal products often contaminated by pesticides n that contain animal products. 👀👀👀😲https://t.co/ZDfSGvNfmO",0
1960,1960,1960,Coronavirus is caused by 5G.,"Scientist who simulated the global impact of a coronavirus outbreak says ‘the cat’s already out of the bag’ and calls China’s efforts to contain the disease ‘unlikely to be effective’

https://t.co/7Qr10nJATq",0
1566,1566,1566,A person can tell if they have coronavirus or not simply by holding their breath.,"Each time Trump lies about coronavirus stores sell out of toilet paper. I can’t tell if people are stocking up, shitting their pants or both.",0
1813,1813,1813,Coronavirus is caused by 5G.,"Why does the medical advisors say this Covid-19 virus will mimic Spanish Flu, when the H1N1 was an influenza and this is a betacoronavirus.  
If it is seasonal - would increasing humidity be a safeguarding measure?  or would heat and humidity (steam room) help?",0
1821,1821,1821,Holy communion cannot be the cause of the spread of coronavirus,"Dear fellow Catholics in America:

1. It is an act of charity to take precautions to avoid spreading serious illnesses, including the ordinary flu and the novel coronavirus. It is not silly, stupid, a waste of time, or a denial of your rights at Mass.",0
454,454,454,Hand sanitiser sold commercially does not destroy the coronavirus.,People infected with coronavirus may have no symptoms at all. That's why the virus is so hard to stop. https://t.co/G8K8Mhe7bV,0
1064,1064,1064,Vitamin C cures coronavirus.,"I’m not sure about this whole “coronavirus” thing going around, but here are some good ways to help prevent getting sick: 

take lots of Vitamin C(min. 1000mg an hour), wash your hands regularly, physical activity, reduce unnatural sugar intake, and good sleep.",0
385,385,385,The lifetime of SARS-CoV-2 is only 12 hours.,"“For the general public, CDC does not recommend the use of facemasks or respirators. CDC guidance is based on what we know about SARS-CoV-2 and what we know about similar coronaviruses, like SARS and MERS.” Source: https://t.co/4UoHQt7UrR https://t.co/Vi9IxUQ85a",0
1901,1901,1901,Africans are more resistant to coronavirus.,"It's likely there are more coronavirus cases in the United States than the numbers show
https://t.co/L9hBXBQr9n",0
1419,1419,1419,Avocado and mint tea cures coronavirus.,"Same sentiment in Cambridge / Boston. Standard OTC medications, hand santitizers, and face masks cleaned out of every store. Overheard conversations of #coronavirus in the city, and even in small coastal towns in Maine. People have taken notice and are worried #SARSCoV2 #CoVid19 https://t.co/2GxeNvkbRx",0
1192,1192,1192,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME As for getting “a shot” for COVID-19, a vaccine is probably 8-12 months away. You obviously don’t understand sarcasm very well, do you? 

I hope you stay safe in the Philippines given the number of Chinese nationals there, and the country’s varying stands of healthcare. 

Bye 👋",0
1697,1697,1697,Coronavirus is caused by 5G.,"In Washington state the U.S. Centers for Disease Control and Prevention said it's responding to ""the first possible outbreak"" of #coronavirus at a long-term care facility. https://t.co/bu1l7heKl9 via @USERNAME @USERNAME @USERNAME",0
357,357,357,Hand sanitiser sold commercially does not destroy the coronavirus.,Where Do I Find Hand Sanitizer for Coronavirus? https://t.co/JbMTl5zT9X #gifts #giftideas #toys #kids https://t.co/KoMi3uWqTZ,0
1331,1331,1331,Vitamin C cures coronavirus.,"Thanks to the media-sparked corona virus hysteria some people here in Germany have started panic buying goods like noodles, canned bread and water. Amazing.",0
2061,2061,2061,Fennel tea cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/tAEGOvpubZ",0
1489,1489,1489,Holy communion cannot be the cause of the spread of coronavirus,"This world is cursed with SIN. Only Jesus the eternal Son of God can save.""For all have sinned+fall short of the glory of God...the wages of sin is death,but the gift of God is eternal life through Jesus Christ our Lord."" Rom3:23, 6:23
#virus #flu #corona #coronavirus #body #fear",0
761,761,761,Vitamin C cures coronavirus.,"Just stocked a storage box with chips, chicken noodle soup, vodka and peanut butter. COVID-19, I’m ready",0
1739,1739,1739,Coronavirus is caused by 5G.,The actual source of Coronavirus https://t.co/5BUAGkZZvM,0
214,214,214,Vitamin C can prevent coronavirus circulation.,"How To Cure COVID-19 - Coronavirus Disease - Eco Paint, Inc. https://t.co/KfQJWxd51Q",0
765,765,765,Africans are more resistant to coronavirus.,"Are Children Less Likely To Contract The Coronavirus? Here's What We Know.
https://t.co/OySMiYdj97",0
184,184,184,Coronavirus is caused by 5G.,Coronavirus: First case of Covid-19 confirmed in the Republic of Ireland  (via @USERNAME) https://t.co/f5MC9wBQnz,0
839,839,839,Vitamin C cures coronavirus.,"How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/FtCgrWQA98 https://t.co/nMyi54HqOY",0
473,473,473,Holy communion cannot be the cause of the spread of coronavirus,"🕊”Salvation is in🩸#JESUS alone.”
(John 14:6) ⚓️

🎁 For by GRACE you have been SAVED through faith; and that not of yourselves, it is the gift of #God; 🙌

not as a result of works, so that
so that no man may boast.  

📖 Ephesians 2:8-9 💚

🙏#LeapYear #Taliban #Corona #Israel https://t.co/e9WbqeHcAN",0
121,121,121,Fennel tea cures coronavirus.,"How to survive coronavirus:
1. Wash the fuck out of your hands
2. Hoard Gatorade
3. Watch the news endlessly until you’ve shit yourself with fear. 
4.  Buy a year’s supply of hand sanitizer, Clorox wipes, surgical gloves, and wine 
5. Never leave the house again",0
1540,1540,1540,Coronavirus is caused by 5G.,The U.S. is banning travel to Iran in response to the outbreak of the new coronavirus and elevating travel warnings to regions of Italy and South Korea. https://t.co/4CtbPX6KVa,0
1918,1918,1918,Vitamin C cures coronavirus.,"Just bought hella bulk rubbing alcohol , need oil , vitamins and other stuff for this coronavirus all the hand sanitizer all sold out all locations &amp; online . This shit scary 😫",0
1056,1056,1056,Vitamin C cures coronavirus.,"Today my fam went to an Elizabeth Warren rally. Tomorrow we are going to Monster Jam. 

Gonna treat the whiplash with the neck braces I picked up stockpiling for coronavirus. 

A little activism, a little diesel. Even worked in Mexican food and ice cream.

Well-rounded weekend.",0
499,499,499,Fennel tea cures coronavirus.,"That’s it! Pope is dead! 

Or he just needs a couple days rest, some vitamin C &amp; zinc

Vatican confirms Pope Francis and two aides test positive for Coronavirus - MCM https://t.co/LQfPC3qII7",0
122,122,122,Africans are more resistant to coronavirus.,Who is vulnerable to coronavirus? So far children appear safe from COVID-19 https://t.co/ngAtx7rjoK,0
962,962,962,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME @USERNAME @USERNAME Incorrect.
If a Coronavirus infected person sneezes, coughs on a bus, plane, shopping cart. And your hand touches them and then touches your mouth...guess what, you are infected.
Masks have a second advantage...it stops you from directly touching your mouth.",0
1481,1481,1481,Africans are more resistant to coronavirus.,"Healthcare workers who are exposed to coronavirus at work need to feel comfortable to self report. Punitive policies, such as quarantine without pay or using vacation days, risks workers minimizing even to themselves their exposure risk and thus maximizing risk to others",0
1071,1071,1071,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME The mortality rate of SARS @ 10% is lower for 'resolved cases'. MERS; the other betacoronavirus, has a higher mortality rate @ 40% SARS-Cov-2 gets easier through the cell wall; this is the official name of the #Coronavirus which causes #Covid19. https://t.co/RAgo7T5BRj",0
1391,1391,1391,Holy communion cannot be the cause of the spread of coronavirus,"Mother Mary - Comforter of the Afflicted and Health of the Sick, will be our defensive mantle against every epidemic - including Corona.. Pray with her to build this defense around your family, faith community, city, state and country. https://t.co/nYbj4KPLWG #StellaMarisCorona",0
1136,1136,1136,Holy communion cannot be the cause of the spread of coronavirus,"The evangelicals think these are the end days with trump as the anti christ!! This coronavirus is the plague that was promised, that’s why trump did nothing to prepare us for it! https://t.co/4ItDRjZuMz",0
976,976,976,Vitamin C can prevent coronavirus circulation.,Sanitizing coronavirus with alcohol. https://t.co/2yZ8q1RfTn,0
760,760,760,Coronavirus is genetically engineered.,"@USERNAME @USERNAME @USERNAME This is war.
Our survival depends on the win. Sr. Fauci agrees with  blocking all flights  from Iran while allowibg flights from Italy, Japan &amp; S. Korea. 

What is stopping asymptonatic  carriers from moving from one part to another of a Covid-19 infected country &amp; flying to USA?",0
2107,2107,2107,The lifetime of SARS-CoV-2 is only 12 hours.,"Initially thought my dream was warning about enterovirus EVD68. But 8 months later, a novel coronavirus (SARS-CoV-2) was detected &amp; it quickly went pandemic. I think a deadly neuroinvasive variant of it will emerge from an African conflict zone, causing COVID w/ CNS involvement.",0
2059,2059,2059,Coronavirus is caused by 5G.,Coronavirus may have been in Italy for weeks before it was detected https://t.co/Xdh5G4HF9j,0
1555,1555,1555,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USERNAME @USERNAME @USERNAME @USERNAME He permitted this near-pandemic? How did he manage to permit this in a country on the other side of the planet to occur? How did he permit it to occur in Europe? The CDC doesn't control the world, you moron!",0
794,794,794,Africans are more resistant to coronavirus.,"Coronavirus experts say among those infected with the virus, older adults with preexisting heart conditions or hypertension face a sharply higher risk
https://t.co/XO4svS5aDt",0
1889,1889,1889,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,Robert Fisk: Iran's coronavirus outbreak is reminiscent of the Black Death https://t.co/HZdhj2GPlB,0
2050,2050,2050,Coronavirus is caused by 5G.,"Second case of unexplained coronavirus appears in California, raising fears of community infection https://t.co/eJ1RivZVM9 via @USERNAME",0
944,944,944,Coronavirus is caused by 5G.,It would be so ironic that the cure for coronavirus is drinking corona's... https://t.co/CX2tBPGEss,0
754,754,754,Avocado and mint tea cures coronavirus.,"@USERNAME Both. Realistically there probably wont be shortages of anything....except panadol, toilet paper, sanitisers, pharmacueticals etc. But, on the off chance supermarkets get stripped bare as soon as there is a local outbreak, they will find comfort knowing they are covered.",0
394,394,394,The lifetime of SARS-CoV-2 is only 12 hours.,".@jbiolchem Virtual Issue: Coronaviruses
This issue presents a retrospective collection of content on #coronavirus entry, proteases &amp; host interactions to help researchers build more quickly toward therapeutic endpoints against SARS-CoV-2 &amp; future strains.
https://t.co/rOIeYfMvD7 https://t.co/k67wXGbVJI",0
857,857,857,Vitamin C can prevent coronavirus circulation.,"CDC: To prevent Coronavirus, stay home, avoid physical contact and don't go into large crowds.

Introverts: I've been preparing for this moment my entire life.",0
878,878,878,Vitamin C can prevent coronavirus circulation.,@USERNAME Lysol prevents the coronavirus. Read the label.,0
204,204,204,A person can tell if they have coronavirus or not simply by holding their breath.,"@USERNAME @USERNAME Sneezing people can spread coronavirus. They don't have to be really sick to spread it. Some may have very mild symptoms. That's how the ""community acquired"" cases are happening.",0
720,720,720,Holy communion cannot be the cause of the spread of coronavirus,The flu is nature being nature. Abortion is the savage nature of man left unabated. Abortion is man murdering man.. https://t.co/sWh3pXTENp,0
273,273,273,Coronavirus is caused by 5G.,@USERNAME @USERNAME @USERNAME Common cold is a type of coronavirus. So is SARS &amp; MERS.,0
141,141,141,Vitamin C cures coronavirus.,"@USERNAME WHAT ABOUT THE ILLEGALS ENTERING W/ NO MEDICAL EXAM!THEY SLREADY BROUGH SICKNESS LIKE VENEREAS TUBERCULOSIS., CHICKEN pox Rubeola, mumps,POLIO and more! S@D DE@OCRATS ARE OK W/THAT! ILLEGALS R MORE DANGEROUS THAN THE CORONA VIRUS! WAKE UP AMERICA / ANOTHER DEMOCRAT DISTRACTION",0
1281,1281,1281,Fennel tea cures coronavirus.,"@USERNAME Respectfully 1918 is quite different than 2020. I’m surprised you aren’t discussing more natural preventives to the coronavirus. There are many ways to avoid getting sick like taking megadoses of Vitamin C,A and liver. You know this Dr Savage. Why aren’t you talking about it?",0
1085,1085,1085,Avocado and mint tea cures coronavirus.,"Coronavirus a really bad Flu strain, it attacks your lungs. I had it in NY in October. Got sick in 24 hrs, was in bed 5 days. Cough lingered for a month. Smokers beware. Dr gave cough meds. Self treated with homeopathy, mono lauren, oregano oil and high dose vitamin C.",0
2020,2020,2020,Coronavirus is genetically engineered.,Coronavirus is about to fucking kill us all. I'm so happy.,0
1507,1507,1507,A person can tell if they have coronavirus or not simply by holding their breath.,I'm praying that the coronavirus is not that serious and is overexaggerated by the media. I'm hoping it's just another flu and will die out when the weather starts getting hotter. I mean the only people that are dying from it are just people who have breathing problems.,0
970,970,970,Avocado and mint tea cures coronavirus.,"Just bought hella bulk rubbing alcohol , need oil , vitamins and other stuff for this coronavirus all the hand sanitizer all sold out all locations &amp; online . This shit scary 😫",0
2074,2074,2074,Coronavirus is caused by 5G.,"The coronavirus has a current hospitalization rate of 20%, and a fatality rate of about 3%.

This is NOT the flu.",0
428,428,428,Vitamin C cures coronavirus.,"I’m stocked up on bottled water, canned beans, and Mac &amp; cheese. Tomorrow I’ll pick up some rice. Maybe some cans of tuna as well. 
I will NOT be picking THIS up. But not because I think it will give me the #coronavirus. I just don’t Iike it 😂🤣 https://t.co/y1olD9C6T6",0
375,375,375,Coronavirus is genetically engineered.,"@USERNAME Coronavirus is airborne. The size of the virus is small enough to bypass any face mask filter excepting closed systems. 

Stop the hysteria and the exclamation points. Also, plan for contingencies in a more realistic manner.",0
488,488,488,Avocado and mint tea cures coronavirus.,Am waiting for the ads which will sell potions containing Ayurvedic herbs and cow's urine to treat COVID - 19!,0
833,833,833,The lifetime of SARS-CoV-2 is only 12 hours.,Here Comes the Coronavirus Pandemic https://t.co/UP2VMSfPUw Mr. Trump has requested from Congress only $2.5 billion to address Covid-19 — far less than the $15 billion that experts say is needed.,0
1074,1074,1074,Vitamin C cures coronavirus.,The answer to whether or not household disinfectants like Lysol and Clorox can protect against the coronavirus is complicated.​ https://t.co/Er32xipuXl,0
1917,1917,1917,A person can tell if they have coronavirus or not simply by holding their breath.,"I know that there is a shortage of masks — they do little to prevent coronavirus but are necessary to keep health care professionals safe. I get it.

But some people are immunocompromised and wear a mask when they fly.

Other people might have a cold and not want to get you sick.",0
1218,1218,1218,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus is not dangerous for healthy people. Death rate is around 2% and the younger you're, the less fatality you get. There are many cases of the recovery.
#Coronavid19
#COVID2019 
#coronavirus",0
2090,2090,2090,The lifetime of SARS-CoV-2 is only 12 hours.,"“The corona virus (SARS-CoV-2) is highly contagious, obviously this applies particularly to the Chinese, but also to other Southeast Asian peoples. It can be transmitted from person to person, via the air or through clothing.”",0
1981,1981,1981,The lifetime of SARS-CoV-2 is only 12 hours.,"#Even_China has had #to_question its #official_narrative
the #NYPost publ. an article which sounds very familiar to ours: ""#Dont_buy_China_story: The #coronavirus may have #leaked from a lab""
""#the_evidence points to SARS-CoV-2 research being carried out at the Wuhan_Virology.""",0
818,818,818,Vitamin C cures coronavirus.,"@USERNAME Are we really afraid coronavirus is somehow going to shut down the water supply? Have you heard the rationale for buying water? I just got some extra medicine, tp, and non-perishable food. 🤷🏻‍♀️",0
1741,1741,1741,Africans are more resistant to coronavirus.,Does this mean that dogs and cats do not get the coronavirus? https://t.co/3euOXPov8C,0
507,507,507,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME ...originated in bats. In short, the characteristics of SARS-CoV-2 fall in line with what we know about other naturally occurring coronaviruses that made the jump from animals to people.
https://t.co/IJrbiLQapC",0
208,208,208,Holy communion cannot be the cause of the spread of coronavirus,CORONAVIRUS: More quarantined amid intensified screening https://t.co/TN2SezHxXP https://t.co/8skRgLvjUT,0
210,210,210,Fennel tea cures coronavirus.,"@USERNAME Three other items to add to list if you do get sick. I survived on these in December when I got pneumonia, and other corona type symptoms.  Protein drink like Ensure, Gatorade or pediatric electrolyte fluids, and Cranberry Juice.  I also had a couple of 12 packs of Coke.  Plus👇 https://t.co/51M40Pg9Tv",0
639,639,639,Holy communion cannot be the cause of the spread of coronavirus,"@USERNAME @USERNAME @USERNAME @USERNAME @USERNAME @USERNAME The doctor is also the creation of that Supreme God.  A doctor cannot extend the life of someone. If a doctor gets older, then people would not have died due to illness. Why are the doctors not able to save people from the corona virus today.",0
