,Unnamed: 0.1,Unnamed: 0,premise,text,stance
447,,,Hand sanitiser sold commercially does not destroy the coronavirus.,"#coronavirus It 's amazing to see intelligent , normal people reaching the conclusion that  if they ignore the Coronavirus Pandemic  it will somehow not affect them .",0
233,233.0,233.0,Holy communion cannot be the cause of the spread of coronavirus,"You idiots. Corona beer is the vaccine to, NOT the cause of the virus.",0
341,,,The lifetime of SARS-CoV-2 is only 12 hours.,17 days the #Covid19 stayed alive onboard a cruise ship . Yuck !,0
1470,1470.0,1470.0,Fennel tea cures coronavirus.,"Husband: I went out this morning before you all woke up, and coronavirus shopped.

Me: Oh, yeah, what'd you get?

H: TP, canned goods, pasta, hand soap, basic medications...

M: Whiskey?

H: 

M: You know, booze? Hard liquor?

H: 

M: 

H: ... no.",0
97,,,Fennel tea cures coronavirus.,Does #coronavirus respond to tax cuts ?,0
670,,,Avocado and mint tea cures coronavirus.,Wake me up when #coronavirus ends .,0
798,,,Coronavirus can only survive in cold temperatures.,No one dies from #covid_19 .,0
389,,,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,#COVID19 is the weapons of mass DESTRUCTION George W . Bush tried warning us about !,0
1071,1071.0,1071.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME The mortality rate of SARS @ 10% is lower for 'resolved cases'. MERS; the other betacoronavirus, has a higher mortality rate @ 40% SARS-Cov-2 gets easier through the cell wall; this is the official name of the #Coronavirus which causes #Covid19. https://t.co/RAgo7T5BRj",0
117,,,Holy communion cannot be the cause of the spread of coronavirus,Reduce your risk from #coronavirus,0
743,,,Vitamin C cures coronavirus.,Which administration has handled #coronavirus the best .,0
106,,,Holy communion cannot be the cause of the spread of coronavirus,Control the spread #coronavirus HTTPURL,0
773,,,Coronavirus can only survive in cold temperatures.,Be Safe from #coronavirus infection 2,0
446,446.0,446.0,Holy communion cannot be the cause of the spread of coronavirus,"Do you understand/believe? Do you want Christ to save you from Hell+your own sin-nature forever?? Simply ""believe on the Lord Jesus Christ, and thou shalt be saved"" (Acts 16:31) for eternity, sealed by the Holy Spirit (see Eph.4:30).
#fear #body #flu #virus #corona #coronavirus",0
464,,,A person can tell if they have coronavirus or not simply by holding their breath.,Lost my taste #coronavirus ?,0
630,630.0,630.0,Avocado and mint tea cures coronavirus.,"apparently costcos in king county are completely out of toilet paper, hand sanitzer, paper towels, clorox wipes, and bottled water. people are FREAKING out about coronavirus having killed someone so close to home. don’t go to costco today 🙃",0
1202,1202.0,1202.0,Africans are more resistant to coronavirus.,@USERNAME So Americans are immune to coronavirus?,0
1566,1566.0,1566.0,A person can tell if they have coronavirus or not simply by holding their breath.,"Each time Trump lies about coronavirus stores sell out of toilet paper. I can’t tell if people are stocking up, shitting their pants or both.",0
210,210.0,210.0,Fennel tea cures coronavirus.,"@USERNAME Three other items to add to list if you do get sick. I survived on these in December when I got pneumonia, and other corona type symptoms.  Protein drink like Ensure, Gatorade or pediatric electrolyte fluids, and Cranberry Juice.  I also had a couple of 12 packs of Coke.  Plus👇 https://t.co/51M40Pg9Tv",0
276,276.0,276.0,Coronavirus is caused by 5G.,"The U.S. Department of Homeland Security offers tips for pandemic

The U.S. Department of Homeland Security offers tips for planning for a possible pandemic in relation to the Coronavirus on https://t.co/bnbOJmI2XI website:

https://t.co/2gdNcZRLdS

 https://t.co/KnRNWPYqkl",0
683,,,Avocado and mint tea cures coronavirus.,"Governments are facing the age old  Avocado Problem  regarding #COVID19 #CoronavirusOutbreak Eating an avocado when its just  right  ... No too soon not ready , no too soon , no still too soon ... Damn Too late ! Judging when and how to react is not an easy decision .",0
1287,1287.0,1287.0,The lifetime of SARS-CoV-2 is only 12 hours.,"some good news: in 48 hours, University of Sao Paulo and Oxford University scientists decoded the COVID-19 genome of the 1st infected case in Brazil. Scientists around the world take at least 15 days to do so. This will help to study mutations and track the epidemy route.",0
401,401.0,401.0,Coronavirus is caused by 5G.,Coronavirus is probably in Ghana and someone is treating it with procold tabs,0
1591,1591.0,1591.0,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME @USERNAME A real md would tell people to use universal precautions in order to protect themselves. There is no correlation between obesity and the spread of coronavirus. You are not a real doctor.,0
762,,,Coronavirus can only survive in cold temperatures.,#coronavirus lockdown continues !,0
116,116.0,116.0,Coronavirus is caused by 5G.,People infected with coronavirus may have no symptoms at all. That's why the virus is so hard to stop. https://t.co/55VdAHpvbH,0
0,0.0,0.0,Coronavirus is genetically engineered.,How the COVID-19 outbreak is changing global politics https://t.co/dc6lgl9l83,0
808,808.0,808.0,The lifetime of SARS-CoV-2 is only 12 hours.,"Key finding virus has probably been present in the US for a number of weeks.
#COVID-19 #SARSCoV2 #coronavirus https://t.co/W73axGSLwu",0
377,,,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,Seems like #covid19 is the biggest fraud in history .,0
1402,1402.0,1402.0,Coronavirus is genetically engineered.,"@USERNAME I think USA is the only country in the world to charge for Covid-19 tests.
This is beyond criminal. This is biological warfare on your own citizens. No less. Rise up, Americans.",0
554,,,We're very close to a vaccine.,Two people just died of the #coronavirus in Florida . But Dr Trump said “ hE sToPpED iT ”,0
397,,,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"@USER May God bless them and their families , etc . during #COVID19 pandemic AMEN .",0
256,256.0,256.0,Coronavirus is genetically engineered.,Rainbow Six Quarantine predicted the Coronavirus.,0
1912,1912.0,1912.0,Vitamin C cures coronavirus.,"@USERNAME @USERNAME How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/hEdtNYP77G",0
419,419.0,419.0,We're very close to a vaccine.,@USERNAME @USERNAME @USERNAME I realize we don’t have a coronavirus vaccine yet but the US already has had 16-17k people die of the flu this year.  You don’t even hear people concerned about this.,0
489,,,A person can tell if they have coronavirus or not simply by holding their breath.,Just asking ... has anyone seen an interview or first hand report from someone who has actually had #coronavirus and heard what they have experienced ? My perception is that what we do n't know we tend to invent .,0
42,,,Coronavirus is genetically engineered.,@USER #coronavirus will change us all .,0
1693,1693.0,1693.0,Avocado and mint tea cures coronavirus.,"Visitors, staff w/o sick days, elderly resident &amp; patients with chronic health diseases make long term care facilities-chronic hospitals, nursing homes, memory care , long term acute care facilities- vulnerable to large outbreaks of resp infections like the flu and coronavirus. https://t.co/KnlhoyzIXq",0
215,,,Vitamin C can prevent coronavirus circulation.,@USER #coronavirus will change us all .,0
1147,1147.0,1147.0,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","@USERNAME 90,000 infected in China when reported numbers were 4,200 and virus was still contained in Wuhan.",0
2082,2082.0,2082.0,Vitamin C cures coronavirus.,"I bought 200 black face masks like a month and a half ago knowing this corona virus might kick off. Also stocked the house with pounds of rice, beans, water, and disinfectant. Feeling very good about this choice rn",0
302,,,The lifetime of SARS-CoV-2 is only 12 hours.,HTTPURL Virus can ( at least in this identified circumstance ) remain infectious in the air for 16 hours ? Thats a sub-optimal development even if they are half wrong . #hvac #ventilation #COVID19 #SARS_CoV_2,0
411,411.0,411.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME https://t.co/L4rE5EPhqA
""Here, we report the #design, #synthesis, and recovery of the largest #synthetic replicating life form, a 29.7-kb bat severe acute respiratory syndrome (SARS)-like coronavirus (Bat-SCoV), a likely progenitor to the SARS-CoV epidemic.""",0
1999,1999.0,1999.0,A person can tell if they have coronavirus or not simply by holding their breath.,I hate how people politicize the Coronavirus. It is such a sign of the times. Can someone confirm if the person who died in Washington was a Republican or a Democrat?,0
776,,,Coronavirus can only survive in cold temperatures.,can #coronavirus be April fool ?,0
1246,1246.0,1246.0,A person can tell if they have coronavirus or not simply by holding their breath.,sure the cdc says coronavirus outbreak in the US is inevitable but why worry about that when you can spend mental energy panicking about more pressing and important matters like whether or not other people can smell that weird smell on your sweatshirt zipper,0
533,533.0,533.0,Coronavirus is genetically engineered.,@USERNAME @USERNAME should go to China or to visit the Americans who are kept in quarantine. The COVID-19 is a hoax! He has everything under control - nothings to worry about it.,0
1958,1958.0,1958.0,A person can tell if they have coronavirus or not simply by holding their breath.,"Millimetre wave technology will kill an individual by robbing them of oxygen to breath. This begs the question? Is it Corona killing people or is the virus being used to cover-up the implementation of millimetre wave technology? If true, no one is safe.

https://t.co/jaegtPGVed",0
167,,,Africans are more resistant to coronavirus.,"#COVID19 To the best of my knowledge , no single black yet to be reported all over the world .",0
591,591.0,591.0,Coronavirus is genetically engineered.,@USERNAME How about you FOCUS yourself on minimizing the damage Covid-19 is wreaking throughout our country?,0
538,,,Coronavirus is caused by 5G.,Do n't be blaming #coronavirus on #5G 's carnal . We gonna come show you how #5GKILLS for real puto ! HTTPURL,0
1112,1112.0,1112.0,Fennel tea cures coronavirus.,"Hangover is being mistaken for a corona virus, menudo and a Gatorade will clear you up haha https://t.co/VVW6XcHYLH",0
433,433.0,433.0,Holy communion cannot be the cause of the spread of coronavirus,"Authority was given to them over a fourth of the earth, to kill with sword and with famine and with pestilence and by the wild beasts of the earth. https://t.co/S7QII8QUdv",0
1523,1523.0,1523.0,Coronavirus is caused by 5G.,"Mexico has confirmed its first two cases of coronavirus. It marks the official spread of the disease to a second Latin American nation, after Brazil. 

https://t.co/sBteoPffhj",0
1636,1636.0,1636.0,Vitamin C can prevent coronavirus circulation.,"Coronavirus causes MANY illnesses, depending on the strain. Common colds are coronavirus. 
MERS &amp; SARS are also coronaviruses. 
COVID19 is apparently a robust strain that is very hard on the lungs, more dangerous to those with already-compromised immune or pulmonary  systems.",0
1967,1967.0,1967.0,We're very close to a vaccine.,"The Corona virus is a manufactured biological weapon. The CDC has prohibited testing, withdrawing THEIR tests kits due to non-performance. They have no idea how many cases exist in the US. we are being slow walked into a very dangerous place.",0
517,,,Coronavirus is caused by 5G.,Now this is interesting HTTPURL #5G #coronavirus #HumanRights #terrorism #wakeup,0
985,985.0,985.0,Coronavirus is genetically engineered.,"@USERNAME (sarcasm alert)
The Dems found someone willing to die in the U.S. for this ""hoax"" as 45 calls it b/c we all KNOW that the COVID-19 is just a ""HOAX"" to harm Trump. 
Please vote blue, no matter who!
We need to get rid of this hoax president!",0
1601,1601.0,1601.0,Vitamin C can prevent coronavirus circulation.,World Health Organization (WHO) says that does not need to wear a mask to prevent corona virus.,0
421,,,Hand sanitiser sold commercially does not destroy the coronavirus.,The government had on May 6 banned exports of alcohol-based #handsanitiser to ensure its availability in the domestic market as the novel #coronavirus cases soared in the country HTTPURL,0
1745,1745.0,1745.0,The lifetime of SARS-CoV-2 is only 12 hours.,It appears more likely SARS-CoV-2 can be borne by carriers without any symptoms.  Hopefully airlines should strengthen their disinfectant routines. https://t.co/Y0Jz2Ttk2c,0
309,309.0,309.0,Coronavirus is caused by 5G.,Coronavirus can live on common surfaces for nine days https://t.co/AeuZmNpKU2,0
977,977.0,977.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus May Be Spreading So Fast Because of Fecal Transmission, Scientists Say https://t.co/tCaWEjOj5t",0
122,122.0,122.0,Africans are more resistant to coronavirus.,Who is vulnerable to coronavirus? So far children appear safe from COVID-19 https://t.co/ngAtx7rjoK,0
217,217.0,217.0,Coronavirus is caused by 5G.,Coronavirus: Risk of spread upgraded to highest level https://t.co/YaKvQ8T6Ep,0
534,,,Coronavirus is caused by 5G.,"There is no cure for the #Coronavirus , but using soap and water to wash your hands kills it ? Am i missing something ?",0
1921,1921.0,1921.0,Fennel tea cures coronavirus.,"Same sentiment in Cambridge / Boston. Standard OTC medications, hand santitizers, and face masks cleaned out of every store. Overheard conversations of #coronavirus in the city, and even in small coastal towns in Maine. People have taken notice and are worried #SARSCoV2 #CoVid19 https://t.co/2GxeNvkbRx",0
1015,1015.0,1015.0,Coronavirus is caused by 5G.,"So far, the World Health Organization has stopped short of calling the coronavirus outbreak a ""pandemic"" — though it said it has the potential to become one. https://t.co/fr6URw49ja",0
483,483.0,483.0,Avocado and mint tea cures coronavirus.,"How to survive coronavirus:
1. Wash the fuck out of your hands
2. Hoard Gatorade
3. Watch the news endlessly until you’ve shit yourself with fear. 
4.  Buy a year’s supply of hand sanitizer, Clorox wipes, surgical gloves, and wine 
5. Never leave the house again",0
70,,,Fennel tea cures coronavirus.,#Covid_19 is fake . Shut . Up .,0
466,,,A person can tell if they have coronavirus or not simply by holding their breath.,:face_with_medical_mask: :thinking_face: #Coronavirus question . How come a mask is used to keep me from spreading the virus and not protecting me if others have it ? It seems like the mask is not a one-way device .,0
734,734.0,734.0,Vitamin C can prevent coronavirus circulation.,"@USERNAME Yes, why healthcare providers need masks on the condition that they are not effective in preventing coronavirus infections.",0
788,,,Coronavirus can only survive in cold temperatures.,Every two weeks we are only two weeks away . #Covid19 #coronavirus .,0
524,,,Coronavirus is caused by 5G.,#Coronavirus is a black swan ...,0
1969,1969.0,1969.0,Vitamin C can prevent coronavirus circulation.,"If washing your hands regularly, especially after toilet, can stop spread of flu &amp; colds. It can also help with reducing the spread of Corona virus! https://t.co/EL8mDa869K",0
1898,1898.0,1898.0,Holy communion cannot be the cause of the spread of coronavirus,@USERNAME @USERNAME @USERNAME @USERNAME Please Pastor pray for our country Kenya that this issue of locusts to end as well as Corona virus... We may be protected by the blood of Jesus. #Rauka,0
2083,2083.0,2083.0,Fennel tea cures coronavirus.,"Seriously 😒 my foot 🦶 is broken!! Three times in three years! I can see the bone 🦴, the pain is an 8 after cbd topical, 3 500mg Tylenol, 4 blunts, a snow foot bath and a hot tea!! No I won’t go to the hospital 🏥 I’m not catching the #Coronavirus #flu #mad #hurt",0
240,240.0,240.0,Africans are more resistant to coronavirus.,"At Least Half A Million People Are Infected With #Coronavirus In China

https://t.co/hssh5Obj2F https://t.co/LeGFTSeY1u",0
2021,2021.0,2021.0,Vitamin C cures coronavirus.,"Stocked up on beans, rice, canned meats, and medicine this weekend. This whole #coronavirus #covid thing feels different. Not alarmist different, but different in a really inconvenient way. Worried about hysteria, shutdowns, work loss, and cabin fever.",0
14,,,Coronavirus is genetically engineered.,@USER Most likely #Corona is experimented as #Biokogical weapon .,0
581,581.0,581.0,Africans are more resistant to coronavirus.,"US cases: There are now 71 confirmed and presumptive positive cases of coronavirus in the United States.

These include 44 passengers who were aboard the Diamond Princess cruise ship and three people repatriated from mainland China, according to the CDC.",0
654,654.0,654.0,Coronavirus is caused by 5G.,Coronavirus: First case of Covid-19 confirmed in the Republic of Ireland https://t.co/qYkoEuB01d,0
395,395.0,395.0,Coronavirus is genetically engineered.,"@USERNAME @USERNAME @USERNAME Apologies, just noticed that. But that also bumps the margin tremendously now that we're both talking worldwide. Covid-19 is undoubtedly and significantly deadlier than the flu.",0
539,,,Coronavirus is caused by 5G.,#Coronavirus The people of the world are being lied to by governments regarding the severity and spread of this virus to save the world economy .,0
215,215.0,215.0,Coronavirus is caused by 5G.,California sees third case of 'community spread' coronavirus as first U.S. death is reported near Seattle https://t.co/CgEGV3vLAH,0
1884,1884.0,1884.0,Fennel tea cures coronavirus.,"Visitors, staff w/o sick days, elderly resident &amp; patients with chronic health diseases make long term care facilities-chronic hospitals, nursing homes, memory care , long term acute care facilities- vulnerable to large outbreaks of resp infections like the flu and coronavirus. https://t.co/KnlhoyzIXq",0
585,,,We're very close to a vaccine.,The #coronavirus was a scam .,0
405,,,Hand sanitiser sold commercially does not destroy the coronavirus.,What are the symptoms of #CoronaVirus ?,0
33,33.0,33.0,Africans are more resistant to coronavirus.,There are now more new cases of the coronavirus reported each day outside China than inside the hardest hit country the world health organization said,0
1527,1527.0,1527.0,Avocado and mint tea cures coronavirus.,"A few things about the a Corona Virus / Convid-19. We as Americans have a higher higiene, better diet and   Lysol/Clorox.",0
235,,,Vitamin C can prevent coronavirus circulation.,@USER Probably more important than not spreading #CoronaVirus .,0
704,704.0,704.0,Coronavirus is caused by 5G.,Coronavirus is actually a mod ting..This needs stop ASAP smh..,0
1783,1783.0,1783.0,Vitamin C cures coronavirus.,"The arrival of the Coronavirus in the U.S. as well as announcement of the first death related has triggered a wave of panic as hundreds storm stores hoping to stock up on essential items like water, dry foods and disinfecting wipes. More to come @USERNAME",0
2108,2108.0,2108.0,Vitamin C cures coronavirus.,"I start to freak out about the #coronavirus and my anxiety goes up the roof!! I been reading about it since Jan when it was only in China. Don’t know what to believe anymore. Just like the flu? Worse? Been buying medicine, waters and canned foods. I’m freaking out.",0
2059,2059.0,2059.0,Coronavirus is caused by 5G.,Coronavirus may have been in Italy for weeks before it was detected https://t.co/Xdh5G4HF9j,0
515,,,Coronavirus is caused by 5G.,Now #coronavirus is a racial issue . Fuck these ppl .,0
1990,1990.0,1990.0,Fennel tea cures coronavirus.,The answer to whether or not household disinfectants like Lysol and Clorox can protect against the coronavirus is complicated.​ https://t.co/Er32xipuXl,0
801,801.0,801.0,Coronavirus is genetically engineered.,@USERNAME not in opinion.  people don't realize that covid-19 is a true killer.,0
342,,,The lifetime of SARS-CoV-2 is only 12 hours.,Seems like #covid19 is the biggest fraud in history .,0
304,,,The lifetime of SARS-CoV-2 is only 12 hours.,New #COVID19 preprint : SARS-CoV - 2 RNA shedding in recovered COVID - 19 cases and the presence of antibodies against SARS-CoV - 2 in recovered COVID - 19 cases and close contacts HTTPURL,0
548,548.0,548.0,Fennel tea cures coronavirus.,@USERNAME @USERNAME @USERNAME Again where are the medical studies?  Not talking about naturopaths  or chiropractors who peddle vitamins.   It’s completely irresponsible  for the OP to tell people with coronavirus to take vitamin C and eat soup to “cure” it.  🤦🏻‍♀️,0
508,,,Coronavirus is caused by 5G.,JK the studio is closed indefinitely for #coronavirus .,0
1957,1957.0,1957.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus can spread on contaminated surfaces, experts warn https://t.co/2iEHj2Tt7i via @USERNAME",0
159,159.0,159.0,Coronavirus is caused by 5G.,"We must have a conversation about mental health supports considerations in relation to the #coronavirus (COVID-19) outbreak.
#Mentalhealth impacts of the outbreak are far reaching it is critical as part of the messaging to include  where people can recieve mental health support.",0
461,461.0,461.0,Vitamin C cures coronavirus.,"@USERNAME @USERNAME How to prevent corona virus??? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc ?? #AdoptVedicHoliPreventCorona https://t.co/o7z3vMY3pO",0
563,,,We're very close to a vaccine.,"If everything is under control with #Coronavirus and it 's just a hoax , then why do we need an emergency rate cut ?",0
1674,1674.0,1674.0,Coronavirus is caused by 5G.,“CoronaVirus is a community spread infection” https://t.co/ZNd88G7KdJ,0
1842,1842.0,1842.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus has spread to a number of countries around the world – and of course, African countries are at risk. Burtram Fielding explains what can be done to ensure the risks remain minimal.
#Podcast 🎧 https://t.co/K3fywuTpXP",0
672,,,Avocado and mint tea cures coronavirus.,how much money is the healthcare industry making off of #coronavirus ?,0
732,,,Vitamin C cures coronavirus.,#Coronavirus is a black swan ...,0
276,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",@USER Hope that more elderly people in Italy can survive this #WuhanCoronaVirus .,0
419,,,Hand sanitiser sold commercially does not destroy the coronavirus.,"Help prevent #Coronavirus spreading . Wash your hands more often than usual , for 20s each time with soap & water , or use hand sanitiser . @USER HTTPURL",0
1686,1686.0,1686.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Health worker infections underscore the chaos of coronavirus response. I wrote about how this happens, and how hospitals work to prevent it in my novel #OctoberBirds. #covid #covid2019 #infectioncontrol #epidemiology  https://t.co/csKiNtkgD4",0
1524,1524.0,1524.0,A person can tell if they have coronavirus or not simply by holding their breath.,@USERNAME How do Kenyatta hospital know if someone is infected or not? We even have no trust with the hospital's capacity .... Si mlifungua brain ya mwenye alikua na malaria the other day????? The best part is Corona hiachagui tajiri wala maskini mtakoma udaku💪,0
1252,1252.0,1252.0,The lifetime of SARS-CoV-2 is only 12 hours.,"SARS-Cov-2 is new and therefore “scary” as we try to learn more about it, prepare for worst case scenarios, and continue to watch it spread. But actually Coronavirus research has been going on for decades, under appreciated and underfunded",0
287,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","What if in the autumn of 2019 a time traveler arrived in Wuhan , to study the outbreak of the Pandemie .. ? #coronavirus",0
1271,1271.0,1271.0,Holy communion cannot be the cause of the spread of coronavirus,Apparently you can kill coronavirus by using a wash cloth...daily.,0
727,,,Vitamin C cures coronavirus.,The #coronavirus bamboozled us #All .,0
47,,,Coronavirus is genetically engineered.,Is anyone else concerned that we are not being told the whole truth about #coronavirus in the usa ?,0
292,292.0,292.0,Coronavirus is caused by 5G.,"The first fatality from the novel coronavirus has been confirmed on US soil, as President Donald Trump on Saturday urged Americans not to panic.
https://t.co/joDvaCeyUU",0
1363,1363.0,1363.0,Coronavirus is genetically engineered.,"@USERNAME You say ""Pandemic if this happens with CV"". 
No that wouldn't make a pandemic. 
""A pandemic is an epidemic of disease that has spread across a large region; for instance multiple continents, or worldwide.""",0
959,959.0,959.0,Avocado and mint tea cures coronavirus.,"I start to freak out about the #coronavirus and my anxiety goes up the roof!! I been reading about it since Jan when it was only in China. Don’t know what to believe anymore. Just like the flu? Worse? Been buying medicine, waters and canned foods. I’m freaking out.",0
151,,,Africans are more resistant to coronavirus.,Be Safe from #coronavirus infection .,0
1696,1696.0,1696.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME it’s more than 20k but that is not the point. COVID-19 is more virulent, deadlier than seasonal flu, there is no immunity and vaccine is 12 to 18 months away 

https://t.co/RmcgCEAN6h",0
772,772.0,772.0,Avocado and mint tea cures coronavirus.,"I’m stocked up on bottled water, canned beans, and Mac &amp; cheese. Tomorrow I’ll pick up some rice. Maybe some cans of tuna as well. 
I will NOT be picking THIS up. But not because I think it will give me the #coronavirus. I just don’t Iike it 😂🤣 https://t.co/y1olD9C6T6",0
1230,1230.0,1230.0,Fennel tea cures coronavirus.,"Coronavirus- Hysteria. Almost no flour, milk, many empty shelves - spaghetti, instant soups, bread, beans. People are buying everything they can store. https://t.co/FmifNgVMQn",0
449,449.0,449.0,Africans are more resistant to coronavirus.,"The people who are most vulnerable to coronavirus are also must vulnerable to flu (&amp; other infections or viruses). People are dying. Wash your hands. Cough/sneeze into your elbow and stay home if you're sick*

*I realise this is not an option for everyone due to systemic issues",0
1604,1604.0,1604.0,The lifetime of SARS-CoV-2 is only 12 hours.,"@USERNAME @USERNAME @USERNAME Yes, seasonal flu does sicken and kill many people, that’s why smart people get an annual flu shot and take precautions. But the death rate from seasonal flu is many, many times less than the 2019 Novel Coronavirus a/k/a SARS-COV-2. That is why containment is critical. Get it?",0
577,,,We're very close to a vaccine.,#Coronavirus I 'm very relieved the team convinced Trump to extend the guidelines through at least the end of April .,0
637,637.0,637.0,Fennel tea cures coronavirus.,"India starts hunt for alternatives to China to source over 1k items

From textiles fabrics, refrigerators and suitcases to antibiotics such as amoxicillin
, erythromycin metronidazole, vitamins&amp;insecticides,  govt has begun a hunt for 1,050 items
#CoronaVirusUpdate https://t.co/e1OBaqL2IE",0
68,,,Fennel tea cures coronavirus.,How many Missionaries have #Coronavirus ?,0
695,,,Avocado and mint tea cures coronavirus.,"@USER As soon as Trump says smoking cures #COVID_19 , you 're right . Revenue will rise .",0
463,,,A person can tell if they have coronavirus or not simply by holding their breath.,I want to hear from someone who has caught the #coronavirus . Anyone know of anyone who is willing to share their story ?,0
491,,,A person can tell if they have coronavirus or not simply by holding their breath.,you cant let #coronavirus stop you from living your life ! self care people !,0
2004,2004.0,2004.0,Avocado and mint tea cures coronavirus.,"Day three of working at Major Wholesale Store on an island with 0 cases of the coronavirus: we have sold out of flour (all types other than almond), rice, Lysol wipes (again), bottled water, and all brands of toilet paper. And concentrated bullion base, but not premade broth",0
688,,,Avocado and mint tea cures coronavirus.,#Coronavirus is a black swan ...,0
1160,1160.0,1160.0,Hand sanitiser sold commercially does not destroy the coronavirus.,"Masks, antibiotics and hand sanitisers: Amid coronavirus, Australia's secret medical stockp… https://t.co/ZyhiPpPKi4",0
1476,1476.0,1476.0,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Federal government going with the Oakland ""sidewalk in front of your home is your responsibility"" approach to global pandemic. https://t.co/S3WCMhJzFD",0
391,,,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,Did anyone check on the Simpson 's to see how long #covid lasted ?,0
69,,,Fennel tea cures coronavirus.,@USER Criminals are immune to #coronavirus outside of jail .,0
1186,1186.0,1186.0,A person can tell if they have coronavirus or not simply by holding their breath.,People are so free with their judgement of how people are responding of the coronavirus. It's really easy to judge from afar if it's so far removed from you. Take a moment to reflect and withhold judgement and replace it with empathy.,0
188,,,Africans are more resistant to coronavirus.,"Out of #G8 countries , Japan is least affected by #CoronaVirus , followed by Canada .",0
485,,,A person can tell if they have coronavirus or not simply by holding their breath.,"Breaking : 327,999,437 Americans Do Not have #coronavirus , aka Wuhan Flu .",0
1341,1341.0,1341.0,Coronavirus is genetically engineered.,Coronavirus = Natural Selection. Godspeed. #thanoswasright,0
1256,1256.0,1256.0,The lifetime of SARS-CoV-2 is only 12 hours.,"""the evidence points to SARS-CoV-2 research being carried out at the Wuhan Institute of Virology""... Let's believe China about anything... 

https://t.co/8IlfmkvPCt",0
135,,,Holy communion cannot be the cause of the spread of coronavirus,We Will Survive #COVID19 #coronavirus,0
319,,,The lifetime of SARS-CoV-2 is only 12 hours.,@USER hello ! Good morning ! How does it feel to be safe from SARS-CoV - 2 ? #COVID-19,0
1855,1855.0,1855.0,Vitamin C cures coronavirus.,"Went shopping this morning! Tons of can golds, water, ketchup, spaghetti sauce, TP and I ordered $75 dollars worth of vitamins and meds for the eventual outbreak of #coronavirüs in Texas!… https://t.co/i3sowwwrzg",0
1218,1218.0,1218.0,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus is not dangerous for healthy people. Death rate is around 2% and the younger you're, the less fatality you get. There are many cases of the recovery.
#Coronavid19
#COVID2019 
#coronavirus",0
344,,,The lifetime of SARS-CoV-2 is only 12 hours.,"@USER Very confusing . Perhaps because SARS sounds too scary ? Correctly , COVID - 19 is the disease & the virus which causes it is SARS-CoV - 2 HTTPURL #coronavirus HTTPURL",0
1960,1960.0,1960.0,Coronavirus is caused by 5G.,"Scientist who simulated the global impact of a coronavirus outbreak says ‘the cat’s already out of the bag’ and calls China’s efforts to contain the disease ‘unlikely to be effective’

https://t.co/7Qr10nJATq",0
251,,,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .",@USER CCP stoped travels from #wuhan to Peking and Shanghai but allowed them to continue overseas . Why ?,0
24,,,Coronavirus is genetically engineered.,Some of yall using this #coronavirus for clout .,0
583,,,We're very close to a vaccine.,"If you 're the governor and you have a lab that could conduct #Coronavirus testing in your state , you 'd know it was there . It 's not like there are secret scientific labs doing this .",0
73,73.0,73.0,Fennel tea cures coronavirus.,"@USERNAME How to prevent corona virus?🤔 Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc 😇 #AdoptVedicHoliPreventCorona https://t.co/x8pUKDFZjW",0
523,,,Coronavirus is caused by 5G.,"If you voted for Trump , the spread of #coronavirus is , in part , your fault .",0
882,882.0,882.0,Vitamin C can prevent coronavirus circulation.,@USERNAME May work out favorably for you- heard nicotine helps block cytokine storm (the main damage of coronavirus) https://t.co/c2vuGT1AKs,0
759,,,Coronavirus can only survive in cold temperatures.,First report of #coronavirus in Bhutan .,0
